Millis,Red,IR
609820,89348,117886
609881,89250,117699
609924,89115,117350
609976,88780,116745
610028,87986,115248
610080,87904,114686
610132,87663,114157
610184,87766,114317
610240,87875,114451
610289,87838,114466
610341,87627,113820
610400,87633,113711
610445,87614,113907
610497,87712,114123
610549,87682,114238
610601,87834,114827
610653,87886,115409
610705,88314,116708
610761,88669,117275
610809,89075,117703
610862,89383,117774
610921,89280,117488
610966,89046,117064
611018,88769,116552
611070,88114,115205
611122,87945,114587
611174,87814,114259
611226,87860,114207
611281,87870,114157
611330,87838,114295
611382,87768,113964
611440,87696,113855
611487,87669,113834
611539,87754,114093
611600,87724,114079
611643,87825,114612
611695,87927,115155
611747,88238,116453
611800,88573,117002
611851,88981,117521
611903,89550,117911
611961,89536,117763
612007,89402,117434
612059,88824,116292
612121,88368,115497
612164,88197,115087
612216,88023,114408
612268,87940,114092
612321,88034,114342
612372,88085,114643
612424,87861,113897
612481,87832,113797
612528,87835,113929
612580,87892,114128
612640,87997,114705
612684,88120,115320
612737,88180,116078
612789,88977,117442
612841,89500,117891
612893,89724,117988
612945,89756,117864
613000,89674,117603
613049,89433,117133
613101,88546,115196
613162,88224,114407
613205,88193,114087
613257,88183,114128
613309,88319,114507
613362,88166,114012
613414,88081,113972
613466,88139,114125
613521,88315,114298
613570,88302,114300
613622,88311,114184
613681,88367,114140
613726,88403,114259
613778,88519,114333
613830,88560,114368
613882,88595,114379
613934,88674,114413
613987,88746,114435
614042,88766,114427
614091,88813,114449
614143,88861,114471
614202,88888,114484
614247,88940,114487
614299,88994,114504
614362,89004,114492
614403,89021,114474
614455,89026,114482
614507,89037,114453
614561,89043,114467
614612,89046,114451
614664,89060,114450
614721,89069,114447
614768,89058,114443
614820,89085,114425
614881,89123,114411
614924,89143,114391
614976,89159,114389
615028,89186,114244
615082,89124,114194
615132,89140,114128
615184,89204,114099
615242,89186,114107
615289,89200,114080
615341,89223,114081
615402,89245,114093
615445,89251,114105
615497,89257,114078
615549,89260,114091
615602,89267,114087
615653,89285,114101
615705,89272,114114
615761,89262,114126
615809,89281,114109
615861,89229,114072
615921,89245,114071
615966,89283,114059
616018,89288,114067
616070,89290,114069
616123,89259,114049
616174,89255,114056
616226,89246,114049
616283,89246,114050
616330,89244,114020
616382,89271,113996
616442,89288,113954
616486,89259,113946
616539,89253,113918
616591,89268,113898
616643,89286,113873
616695,89260,113891
616747,89278,113883
616802,89285,113867
616851,89281,113872
616903,89269,113857
616963,89253,113853
617007,89272,113838
617059,89269,113854
617111,89246,113840
617164,89243,113824
617216,89244,113804
617268,89247,113794
617323,89227,113769
617372,89238,113799
617424,89245,113771
617483,89227,113770
617528,89217,113761
617580,89258,113738
617642,89234,113724
617684,89226,113732
617736,89220,113721
617789,89223,113693
617842,89224,113704
617893,89215,113690
617945,89212,113677
618002,89216,113671
618049,89209,113664
618101,89207,113652
618162,89197,113643
618205,89206,113638
618257,89197,113654
618309,89198,113618
618363,89183,113617
618414,89202,113609
618466,89194,113591
618523,89166,113597
618570,89183,113589
618622,89183,113572
618683,89182,113570
618726,89173,113560
618778,89178,113543
618830,89159,113565
618882,89159,113566
618934,89161,113535
618986,89148,113514
619042,89129,113492
619091,89156,113505
619143,89128,113485
619202,89119,113474
619247,89161,113498
619299,89131,113493
619351,89107,113490
619404,89119,113447
619455,89113,113477
619507,89109,113471
619563,89147,113463
619611,89101,113463
619664,89096,113464
619723,89133,113454
619768,89097,113481
619820,89087,113441
619872,89095,113434
619924,89112,113424
619976,89100,113427
620028,89094,113409
620084,89073,113416
620132,89091,113405
620184,89072,113397
620244,89053,113396
620289,89064,113390
620341,89062,113390
620393,89042,113395
620445,89044,113393
620497,89047,113385
620549,89040,113380
620604,89045,113383
620653,89037,113411
620705,89037,113369
620763,89029,113366
620809,89016,113375
620861,89012,113362
620923,89009,113355
620966,89002,113359
621018,88991,113368
621070,88977,113363
621123,88987,113360
621174,88986,113337
621226,88981,113360
621283,88968,113352
621330,88971,113342
621382,88974,113339
621444,88949,113335
621486,88949,113347
621539,88951,113344
621591,88946,113329
621644,88923,113334
621695,88941,113325
621747,88919,113308
621804,88930,113297
621851,88928,113295
621903,88913,113297
621963,88914,113296
622007,88926,113287
622059,88927,113282
622111,88920,113284
622164,88896,113307
622216,88916,113279
622268,88889,113252
622323,88881,113267
622372,88897,113316
622424,88841,113335
622485,88833,113334
622528,88844,113313
622580,88840,113303
622632,88831,113309
622684,88860,113290
622736,88819,113289
622789,88811,113283
622844,88847,113299
622893,88796,113290
622945,88789,113281
623004,88816,113276
623049,88803,113313
623101,88809,113275
623153,88782,113267
623205,88778,113273
623257,88790,113273
623309,88773,113243
623365,88762,113254
623414,88776,113254
623466,88766,113245
623525,88753,113239
623570,88763,113225
623622,88761,113236
623674,88739,113228
623726,88750,113227
623778,88742,113241
623830,88745,113226
623884,88748,113220
623934,88723,113225
623986,88741,113213
624044,88744,113205
624091,88735,113199
624143,88720,113202
624204,88743,113199
624247,88744,113182
624299,88744,113185
624351,88750,113188
624404,88752,113186
624455,88746,113172
624507,88758,113152
624565,88747,113161
624611,88735,113134
624664,88728,113140
624725,88739,113135
624768,88729,113143
624820,88727,113121
624872,88722,113118
624925,88735,113120
624976,88734,113119
625028,88707,113106
625084,88713,113092
625132,88727,113086
625184,88675,113068
625244,88685,113065
625289,88719,113066
625341,88717,113070
625393,88705,113052
625445,88679,113084
625497,88701,113061
625549,88645,113069
625606,88657,113082
625653,88651,113060
625705,88642,113059
625765,88673,113045
625809,88640,113037
625861,88628,113068
625914,88639,113036
625966,88657,113015
626018,88619,113031
626070,88625,113014
626125,88630,113011
626174,88634,113008
626226,88621,113008
626285,88631,113010
626330,88628,113017
626382,88615,113006
626434,88595,113005
626486,88598,112989
626539,88609,112996
626591,88603,113005
626646,88594,112996
626695,88601,113003
626747,88596,112990
626806,88594,112993
626851,88591,112975
626903,88609,112987
626965,88591,113000
627007,88572,112987
627059,88569,113006
627111,88566,113004
627165,88580,112996
627216,88560,112969
627268,88575,113002
627325,88579,113003
627372,88555,112997
627424,88554,113010
627485,88568,113007
627528,88566,112989
627580,88560,113026
627632,88561,112981
627686,88549,113001
627736,88561,113005
627789,88580,113005
627846,88550,113008
627893,88553,113001
627945,88546,112991
628006,88545,112983
628049,88551,112992
628101,88556,112996
628153,88526,113000
628205,88532,113001
628257,88547,113006
628309,88531,112984
628365,88511,112976
628414,88549,112998
628466,88505,112979
628525,88506,112984
628570,88529,113077
628622,88526,113028
628674,88503,113089
628727,88496,113121
628778,88471,113143
628830,88463,112990
628886,88511,112951
628934,88481,112952
628986,88490,112931
629046,88507,112909
629091,88467,112914
629143,88481,112907
629195,88506,112882
629247,88503,112776
629299,88505,112680
629351,88554,112436
629406,88603,112419
629455,88742,112501
629507,89011,112795
629567,89355,112866
629611,89484,112956
629664,89471,113095
629716,89106,113128
629768,89027,113167
629820,89064,113179
629872,89082,113209
629927,89009,113215
629976,89019,113276
630028,88871,113429
630086,88506,113720
630132,88273,114053
630184,88310,115071
630246,88442,115255
630289,88479,115230
630341,88438,115099
630393,88124,114409
630446,87982,113825
630497,87827,113544
630549,87790,112950
630606,87985,113044
630653,88112,113157
630705,88217,113120
630767,88211,113189
630809,88227,113187
630861,88251,113125
630914,88310,113126
630967,88332,113252
631018,88327,113315
631070,88342,113471
631127,88324,113974
631174,88210,114342
631226,88407,115420
631287,88659,115801
631330,88815,116015
631382,88916,116107
631434,88916,116092
631486,88906,115990
631539,88809,115668
631591,88515,115062
631646,88244,114433
631695,88131,114045
631747,87993,113400
631806,88086,113504
631851,88085,113469
631903,88104,113628
631955,88046,113315
632007,88116,113304
632059,88120,113402
632111,88188,113555
632167,88280,113838
632216,88328,114430
632268,88520,115890
632327,88942,116658
632372,89426,117525
632424,89948,117858
632476,90078,117894
632528,90051,117694
632580,89838,117249
632632,89011,115788
632688,88607,115038
632736,88543,114676
632789,88529,114156
632848,88624,114144
632893,88680,114082
632945,88801,114189
632997,88956,114989
633049,88933,114927
633101,88909,114804
633153,88901,114763
633207,88891,114566
633257,88848,114341
633309,88953,115313
633367,88900,116184
633414,89167,116873
633466,90083,118145
633527,90289,118263
633570,90371,118319
633622,90389,118303
633674,90213,117685
633727,89795,116950
633778,89238,115695
633830,88896,114756
633888,88896,114510
633934,89033,114551
633986,89421,114894
634048,89622,114944
634091,89624,115022
634143,89604,114987
634195,89695,114937
634248,89689,115047
634299,89698,115048
634351,89676,115574
634408,89477,115918
634455,89177,116728
634507,90008,118168
634567,90382,118387
634611,90481,118435
634664,90542,118484
634716,90553,118330
634768,90395,118009
634820,90217,117643
634872,89329,115939
634927,89083,115150
634976,89003,114953
635028,89145,114692
635088,89680,115109
635132,89790,115157
635184,89996,118168
635236,90850,115807
635289,90981,115822
635341,90966,115849
635393,90850,115864
635448,90861,115843
635497,90755,115829
635549,89463,116647
635608,89565,117477
635653,90078,118263
635705,90525,118548
635757,90662,118602
635809,90653,118546
635861,90625,118338
635914,90034,117222
635969,89536,116104
636018,89337,115494
636070,89240,115009
636129,89485,115134
636174,89985,115381
636226,90095,115461
636289,90056,115452
636330,90037,115511
636382,90045,115378
636434,90175,115446
636488,90179,115435
636539,90179,115429
636591,89810,116261
636648,89474,117104
636695,89808,117802
636747,90587,118493
636808,90634,118540
636851,90683,118603
636903,90724,118632
636955,90649,118320
637009,90439,117814
637059,90042,116841
637111,89372,115237
637169,89401,115007
637216,90049,115476
637268,90136,115780
637329,90190,115491
637372,90334,115495
637424,90402,115462
637476,90453,115687
637529,90406,115646
637580,90260,116035
637632,89712,117652
637688,90321,118351
637736,90680,118596
637789,90817,118623
637848,90819,118595
637893,90816,118567
637945,90801,118518
637997,90628,118069
638049,90388,117603
638101,90005,116953
638153,89427,115336
638208,89342,115175
638257,89367,114930
638309,90548,115579
638369,90573,115744
638414,90341,115912
638466,90243,115686
638518,90350,115641
638570,90417,115628
638622,90407,115644
638674,90439,115503
638729,90540,115452
638778,90682,115502
638830,90756,115529
638890,90788,115559
638934,90902,115554
638986,90960,115607
639039,91264,115873
639091,91373,115908
639143,91455,115913
639195,91473,115945
639250,91503,115950
639299,91537,115970
639351,91608,115949
639410,91608,115953
639455,91632,115948
639507,91661,115948
639569,91699,115950
639611,91702,115955
639664,91687,115962
639716,91725,115978
639769,91732,115969
639820,91719,115952
639872,91745,115969
639929,91751,115972
639976,91753,115961
640028,91760,115975
640089,91762,115975
640132,91759,115973
640184,91766,115952
640236,91750,115940
640290,91744,115945
640341,91755,115938
640393,91756,115937
640450,91754,115930
640497,91766,115932
640549,91739,115938
640610,91735,115938
640653,91746,115934
640705,91757,115911
640757,91801,115934
640809,91771,115954
640861,91761,115917
640914,91768,115931
640969,91764,115918
641018,91765,115910
641070,91741,115893
641129,91755,115901
641174,91744,115893
641226,91745,115938
641278,91735,115880
641330,91757,115865
641382,91749,115873
641434,91730,115864
641490,91753,115870
641539,91744,115861
641591,91745,115854
641650,91778,115851
641695,91739,115871
641747,91742,115850
641799,91718,115816
641851,91736,115812
641903,91726,115816
641955,91701,115803
642011,91692,115809
642059,91729,115793
642111,91666,115791
642171,91656,115803
642216,91706,115764
642268,91705,115769
642320,91673,115754
642372,91654,115738
642424,91699,115758
642476,91664,115739
642531,91644,115736
642580,91643,115716
642632,91640,115707
642690,91638,115697
642736,91606,115687
642789,91598,115664
642850,91617,115668
642893,91605,115658
642945,91584,115673
642997,91586,115643
643050,91579,115639
643101,91575,115610
643153,91588,115618
643210,91562,115613
643257,91567,115609
643309,91535,115595
643371,91531,115583
643414,91533,115581
643466,91537,115578
643518,91525,115582
643571,91499,115579
643622,91488,115563
643674,91464,115546
643731,91446,115534
643778,91451,115522
643830,91446,115521
643890,91453,115513
643934,91434,115499
643986,91429,115499
644039,91445,115496
644091,91420,115482
644143,91407,115471
644195,91390,115467
644250,91403,115454
644299,91395,115455
644351,91382,115440
644410,91372,115434
644455,91374,115451
644507,91361,115425
644559,91346,115403
644611,91342,115375
644664,91319,115391
644716,91318,115366
644771,91324,115355
644820,91301,115371
644872,91303,115333
644931,91316,115325
644976,91304,115309
645028,91301,115324
645080,91242,115301
645132,91251,115298
645184,91265,115307
645236,91222,115297
645292,91203,115298
645341,91228,115308
645393,91145,115263
645452,91130,115261
645497,91177,115238
645549,91154,115224
645612,91129,115222
645653,91128,115212
645705,91110,115205
645757,91118,115187
645811,91117,115176
645861,91090,115163
645914,91100,115153
645971,91100,115149
646018,91072,115149
646070,91066,115108
646131,91036,115096
646174,91039,115090
646226,91026,115110
646278,91032,115063
646331,91023,115059
646382,91011,115055
646434,90992,115029
646492,90956,115016
646539,90955,115020
646591,90947,114994
646652,90947,114985
646695,90944,114975
646747,90952,114944
646799,90917,114936
646852,90923,114940
646903,90915,114917
646955,90921,114907
647011,90900,114890
647059,90890,114882
647111,90887,114869
647171,90871,114853
647216,90844,114837
647268,90857,114847
647320,90840,114822
647372,90829,114798
647424,90811,114806
647476,90787,114768
647531,90788,114758
647580,90775,114748
647632,90786,114729
647692,90777,114719
647736,90749,114740
647789,90749,114689
647841,90744,114686
647893,90738,114671
647945,90718,114675
647997,90707,114651
648052,90711,114631
648101,90707,114634
648153,90668,114596
648212,90688,114585
648257,90680,114580
648309,90676,114583
648361,90613,114577
648414,90610,114571
648466,90654,114558
648518,90595,114539
648573,90593,114529
648622,90628,114562
648674,90589,114513
648733,90573,114516
648778,90570,114495
648830,90568,114476
648892,90554,114465
648934,90567,114465
648986,90534,114454
649038,90552,114449
649092,90536,114434
649143,90507,114425
649195,90519,114416
649252,90513,114423
649299,90507,114422
649351,90510,114411
649412,90493,114401
649455,90483,114395
649507,90479,114400
649559,90460,114366
649613,90444,114356
649663,90441,114361
649716,90425,114344
649773,90418,114353
649820,90430,114337
649872,90395,114334
649933,90390,114336
649976,90387,114328
650028,90373,114307
650080,90390,114327
650132,90379,114345
650184,90344,114301
650236,90330,114304
650292,90339,114294
650341,90332,114282
650393,90331,114284
650452,90316,114277
650497,90315,114268
650549,90306,114259
650601,90284,114259
650653,90298,114253
650705,90295,114257
650757,90247,114242
650813,90281,114246
650861,90277,114232
650913,90295,114226
650973,90317,114216
651018,90261,114255
651070,90250,114210
651122,90213,114199
651174,90236,114201
651226,90236,114203
651278,90188,114211
651333,90229,114201
651382,90226,114192
651434,90157,114188
651494,90155,114195
651538,90199,114171
651591,90200,114168
651643,90151,114173
651695,90156,114181
651747,90165,114180
651799,90157,114153
651854,90166,114161
651903,90183,114165
651955,90220,114158
652013,90232,114162
652059,90196,114163
652111,90167,114133
652173,90203,114130
652216,90223,114139
652268,90190,114151
652320,90251,114163
652373,90257,114170
652424,90257,114167
652476,90264,114182
652533,90275,114188
652580,90273,114206
652632,90255,114225
652694,90249,114218
652736,90262,114234
652788,90286,114228
652841,90322,114222
652894,90308,114223
652945,90309,114215
652997,90300,114212
653054,90280,114221
653101,90279,114204
653153,90268,114208
653214,90278,114206
653257,90268,114216
653309,90273,114192
653361,90275,114203
653413,90251,114223
653466,90249,114192
653518,90238,114191
