Millis,Red,IR
362125,97450,120223
362176,97456,119890
362227,94260,118047
362278,94874,118946
362329,96008,119321
362380,95859,118850
362439,95081,118616
362482,94877,118210
362533,94567,117738
362584,92299,118733
362639,92382,119386
362686,92257,119471
362737,92131,119396
362799,92081,119238
362839,92008,118773
362890,91754,117870
362941,91227,116749
362999,94062,118882
363043,96482,120460
363094,98551,121364
363145,98100,120273
363199,96965,119591
363248,96074,118508
363299,95060,118592
363358,94968,118593
363401,94846,118444
363452,94724,118439
363503,95051,119001
363558,94292,117611
363605,92610,118217
363656,92663,119211
363707,92546,119577
363760,92469,119516
363809,92454,119326
363860,92037,117880
363919,91700,116862
363962,91586,116747
364013,92583,117761
364064,96507,119746
364120,96205,119066
364166,95353,119298
364217,96607,119053
364279,95200,118459
364320,94504,118922
364370,96059,119266
364422,96177,119487
364479,96353,119457
364524,96163,119481
364575,95914,119483
364626,93076,118023
364679,92888,119363
364728,92931,119818
364779,92717,119823
364840,92658,119653
364881,92615,119135
364932,92223,117720
364983,93194,118920
365040,96000,120022
365085,97448,119418
365136,95220,118839
365187,95796,118844
365239,94618,118240
365289,94374,118436
365340,94071,118302
365400,94580,118595
365442,95453,119089
365493,95869,119470
365544,94818,117866
365600,93050,119119
365647,93137,119756
365698,92944,119887
365759,92927,119837
365800,92877,119615
365851,92745,118976
365902,91973,116782
365959,92422,118208
366004,97128,120796
366055,99076,122138
366106,99998,121946
366159,99561,120775
366208,97253,120369
366259,99787,121958
366320,100246,121944
366362,99894,121404
366413,98513,120523
366464,97934,119073
366520,93696,118254
366566,93256,119740
366617,93261,120080
366668,93077,120068
366720,93030,119964
366770,92956,119550
366822,92153,116997
366879,92178,118123
366924,96786,120530
366975,98681,122050
367026,101628,122473
367079,100804,121738
367130,98125,119942
367181,99908,122041
367240,100574,122151
367284,99834,120997
367335,98521,120491
367386,97144,117985
367439,93291,118994
367488,93440,119995
367539,93177,120118
367601,93145,120062
367641,93133,119927
367692,93069,119600
367743,92265,117145
367801,92081,117913
367845,97321,120932
367896,99343,122489
367948,101749,122470
368001,100993,121655
368052,97576,118501
368103,97376,119966
368160,97687,120310
368205,97859,120038
368256,97223,119787
368307,98561,120526
368360,95441,117894
368409,93448,118620
368460,93519,119881
368521,93405,119952
368562,93370,119901
368613,93284,119731
368664,92829,117938
368720,92386,116807
368766,92618,118628
368817,97080,120157
368868,101227,122718
368920,101413,121988
368973,99767,120872
369024,96726,120345
369081,98619,120799
369126,99076,120880
369177,99349,119952
369228,98358,120141
369281,98010,120158
369330,98298,120458
369381,97752,120391
369440,99494,121607
369483,100844,122471
369535,102224,123189
369587,102694,123033
369641,102451,122812
369691,102153,122808
369743,102534,123000
369801,102654,123200
369848,102925,123208
369900,102836,123137
369961,102781,123057
370004,102703,123004
370056,102717,122934
370108,102486,122724
370161,102296,122702
370212,102260,122586
370264,100758,121193
370320,99792,120745
370367,99270,120474
370418,99010,120371
370469,99292,120703
370521,99611,120900
370571,99879,121042
370623,100220,121243
370680,100340,121238
370727,100219,121125
370779,100154,121060
370840,100136,121048
370883,100240,121108
370935,100332,121116
370987,100190,121013
371040,100235,121116
371091,100421,121156
371143,100393,121069
371201,100323,121022
371248,100337,121044
371300,100327,121029
371361,100325,121020
371404,100340,121012
371456,100359,121059
371508,100305,120957
371561,100338,120953
371612,100344,120968
371664,100442,121000
371722,100488,121042
371768,100529,120990
371820,100565,121044
371882,100654,121072
371925,100645,121059
371977,100696,121084
372029,100703,121009
372082,100652,121039
372133,100690,121000
372185,100620,120921
372242,100573,120913
372289,100611,120931
372341,100682,120906
372401,100543,120828
372445,100508,120808
372498,100480,120738
372550,100478,120691
372602,100462,120683
372654,100461,120679
372706,100465,120681
372761,100515,120652
372810,100485,120651
372862,100514,120651
372921,100569,120649
372966,100583,120706
373018,100635,120740
373070,100787,120701
373123,100616,120588
373175,100534,120583
373227,100655,120576
373282,100517,120496
373331,100431,120437
373383,100502,120448
373442,100418,120318
373487,100266,120210
373539,100251,120230
373591,100345,120189
373643,100218,120112
373695,100210,120196
373748,100432,120182
373801,100240,120041
373852,100161,120026
373904,100361,120219
373961,100481,120203
374008,100398,120076
374060,100231,120031
374121,100222,120004
374164,100166,119969
374216,100109,119991
374268,100291,120007
374322,100166,119823
374373,99941,119765
374424,100223,119976
374481,100366,120022
374528,100266,119775
374580,100089,119902
374641,100356,120002
374684,100494,120033
374736,100487,120030
374788,100488,120070
374842,100646,120125
374892,100730,120154
374944,100751,120158
375002,100725,120064
375049,100610,120031
375101,100580,120005
375162,100609,120078
375205,100774,120195
375257,100790,120139
375309,100435,119856
375362,100425,119876
375413,100474,119958
375465,100516,119933
375523,100385,119757
375569,100131,119696
375621,100242,119783
375683,100247,119783
375726,100188,119715
375778,100213,119792
375830,100302,119710
375883,100155,119671
375934,100095,119626
375986,100020,119554
376043,99874,119459
376089,99796,119430
376140,99848,119472
376202,99900,119466
376243,99846,119413
376293,99755,119389
376344,99606,119272
376402,99593,119268
376446,99549,119179
376498,99324,119012
376549,99237,119176
376602,99679,119536
376651,100197,119854
376703,101022,120334
376762,101264,120463
376807,101472,120586
376859,101533,120512
376911,101226,120384
376963,101358,120513
377015,101550,120664
377067,101703,120625
377123,101605,120563
377171,101518,120508
377224,101371,120402
377283,101305,120373
377328,101296,120386
377380,101257,120340
377432,101203,120268
377484,101096,120167
377536,100971,120096
377588,100808,120012
377642,100774,119986
377692,100726,119975
377744,100620,119906
377802,100652,119950
377849,100715,119973
377901,100683,119941
377962,100644,119906
378005,100611,119898
378057,100600,119860
378109,100523,119781
378162,100484,119762
378213,100465,119748
378265,100514,119773
378323,100509,119787
378369,100492,119750
378421,100438,119713
378483,100387,119691
378526,100344,119653
378578,100333,119663
378630,100417,119715
378683,100393,119719
378734,100400,119713
378786,100374,119686
378843,100361,119657
378890,100314,119613
378942,100239,119602
379002,100275,119609
379046,100279,119594
379099,100234,119540
379151,100157,119455
379203,100089,119480
379255,100083,119448
379307,99990,119385
379362,99956,119345
379409,99949,119372
379460,99941,119381
379511,99921,119359
379564,99911,119308
379613,99910,119262
379664,99774,119239
379724,99731,119211
379766,99725,119208
379817,99770,119221
379868,99720,119173
379924,99622,119135
379970,99603,119124
380021,99591,119106
380083,99579,119093
380124,99511,119039
380175,99466,119031
380226,99446,119038
380283,99501,119064
380328,99519,119080
380379,99514,119083
380430,99701,119143
380483,99702,119140
380532,99689,119129
380583,99696,119147
380644,99688,119160
380685,99728,119141
380736,99674,119130
380787,99628,119088
380844,99584,119056
380889,99576,119047
380940,99519,119020
380991,99536,119012
381043,99501,118993
381093,99448,118961
381144,99396,118930
381204,99353,118896
381246,99295,118851
381298,99235,118782
381349,99055,118661
381404,99064,118692
381451,99112,118716
381502,99089,118674
381563,99071,118665
381604,99035,118644
381655,99047,118674
381706,99056,118651
381763,99006,118609
381808,98955,118610
381859,98979,118610
381910,98955,118613
381963,98963,118606
382012,98956,118601
382063,98921,118584
382123,98870,118542
382165,98844,118518
382216,98807,118493
382267,98711,118397
382323,98643,118360
382369,98618,118336
382420,98649,118383
382471,98695,118377
382523,98649,118352
382574,98606,118357
382625,98651,118371
382684,98664,118381
382727,98697,118394
382778,98666,118377
382829,98637,118356
382884,98665,118363
382931,98657,118362
382982,98607,118351
383043,98613,118338
383084,98595,118291
383135,98531,118247
383186,98439,118191
383243,98420,118143
383288,98372,118153
383339,98360,118145
383390,98368,118141
383444,98384,118148
383492,98389,118142
383543,98239,118039
383603,98230,118042
383645,98253,118114
383696,98369,118163
383748,98280,118083
383805,98187,118045
383850,98176,118051
383901,98261,118078
383952,98208,118049
384005,98131,117986
384054,98060,117968
384105,98003,117934
384164,98059,117952
384207,98065,117957
384258,98080,117939
384309,98020,117921
384364,98011,117926
384411,97998,117903
384462,98018,117896
384525,97996,117914
384564,98021,117902
384615,98004,117942
384666,98055,117941
384724,98035,117923
384768,98011,117930
384819,98004,117900
384870,98081,117965
384924,98127,117967
384972,98101,117936
385024,97975,117866
385085,97956,117871
385126,97954,117863
385177,97969,117863
385228,97849,117785
385285,97812,117778
385330,97826,117761
385381,97841,117784
385432,97726,117662
385485,97640,117657
385534,97677,117758
385585,97836,117737
385644,97721,117670
385687,97610,117630
385738,97625,117671
385789,96248,116708
385845,95926,116577
385891,95658,116444
385942,95585,116500
386004,95735,116643
386045,96035,116843
386095,96251,116907
386146,96425,116987
386204,96403,116949
386249,96310,116922
386300,96216,116811
386351,96265,116894
386404,96280,116892
386453,96315,116977
386504,96635,117134
386565,96669,117154
386606,96701,117170
386657,96792,117219
386708,96760,117232
386765,96886,117256
386810,96802,117153
386861,96736,116949
386912,96701,117139
386965,96687,117151
387014,96681,117145
387065,96584,117076
387125,96603,117163
387167,96803,117279
387218,96981,117398
387269,97273,117566
387325,97405,117640
387371,97522,117706
387422,97594,117734
387474,97677,117779
387525,97700,117817
387576,97794,117848
387627,97867,117899
387684,97867,117896
387729,97863,117892
387780,97895,117906
387831,97758,117809
387886,97681,117717
387933,97511,117615
387984,96977,117177
388045,96263,116802
388086,96019,116829
388137,96200,116979
388188,96787,117357
388245,96916,117224
388290,96417,116985
388341,96551,117198
388392,96567,117064
388446,96276,116938
388494,96287,117013
388545,96681,117235
388605,96771,117264
388647,96819,117333
388699,96924,117406
388750,96992,117382
388805,96904,117299
388852,96744,117245
388903,96667,117202
388954,96621,117171
389005,96582,117160
389056,96584,117175
389107,96658,117181
389166,96575,117140
389209,96546,117152
389260,96602,117266
389311,96816,117320
389366,96774,117282
389413,96714,117241
389464,96669,117243
389526,96690,117256
389566,96691,117273
389617,96649,117143
389668,96483,117142
389726,96512,117191
389770,96585,117223
389821,96648,117247
389872,96627,117268
389926,96711,117323
389975,96771,117319
390026,96712,117292
390085,96675,117242
390128,96577,117186
390179,96511,117198
390230,96620,117289
390285,96672,117281
390332,96628,117223
390383,96601,117230
390434,96301,117014
390485,96189,117009
390536,96196,117005
390587,96376,117104
390646,96399,117124
390689,96419,117144
390740,96454,117180
390791,96581,117272
390845,96645,117285
390893,96592,117223
390944,96501,117179
391006,96467,117189
391046,96484,117193
391097,96527,117213
391149,96571,117255
391206,96555,117221
391251,96446,117153
391302,96246,117033
391353,96349,117123
391406,96419,117141
391455,96385,117131
391506,96417,117191
391565,96499,117202
391608,96456,117178
391659,96349,117035
391710,95715,116761
391765,95915,117036
391812,96410,117255
391863,96483,117193
391914,96137,117057
391966,96234,117116
392016,96325,117149
392067,96196,117051
392127,96088,117011
392169,96095,117042
392220,96141,117041
392271,96113,117049
392327,96113,117092
392374,96153,117079
392425,96141,117072
392486,96152,117061
392527,96150,117079
392578,96157,117097
392629,96192,117109
392686,96196,117105
392731,96199,117139
392782,96178,117098
392833,96188,117109
392886,96161,117094
392935,96106,117078
392986,96124,117085
393047,96121,117100
393088,96149,117091
393139,96134,117110
393190,96144,117112
393246,96163,117120
393292,96166,117134
393343,96180,117149
393394,96224,117168
393446,96212,117168
393496,96226,117161
393547,96230,117183
393607,96220,117184
393650,96217,117186
393701,96222,117195
393752,96221,117191
393807,96226,117200
393854,96220,117190
393905,96159,117136
393966,96119,117121
394007,96089,117103
394058,96078,117115
394109,96103,117149
394166,96115,117146
394211,96102,117159
394262,96116,117136
394313,96111,117164
394366,96121,117161
394415,96111,117164
394466,96118,117177
394526,96119,117164
394568,96126,117170
394619,96133,117185
394670,96137,117183
394726,96152,117199
394772,96141,117196
394824,96153,117192
394875,96299,117291
394926,96292,117261
394977,96154,117148
395028,95916,117071
395087,95976,117111
395130,95980,117080
395181,95873,117028
395232,95713,116941
395287,95695,116922
395334,95647,116928
395385,95736,116986
395446,95756,116992
395487,95805,117005
395538,95831,117044
395589,95910,117098
395647,95945,117083
395691,95932,117093
395742,95862,117047
395793,95755,117022
395847,95794,117022
395895,95796,117024
395946,95723,117024
396008,95742,117018
396049,95731,116966
396100,95649,116939
396151,95769,117058
396208,95800,117057
396253,95744,116990
396304,95673,116968
396355,95687,116972
396408,95632,116949
396457,95539,116920
396508,95501,116901
396567,95562,116902
396610,95505,116897
396661,95506,116902
396712,95480,116853
396767,95409,116822
396814,95394,116821
396865,95437,116838
396927,95398,116819
396967,95394,116833
397018,95392,116846
397069,95406,116835
397127,95385,116833
397171,95418,116889
397222,95489,116887
397274,95369,116796
397327,95338,116800
397376,95335,116819
397427,95387,116856
397488,95422,116911
397529,95515,116957
397580,95588,116990
397631,95564,116977
397688,95594,116985
397733,95592,116958
397784,95547,116833
397835,95528,116963
397888,95579,117020
397937,95659,117044
397988,95626,117018
398047,95626,117005
398090,95620,117022
398141,95647,117033
398192,95646,117026
398248,95636,117049
398294,95671,117047
398345,95664,117028
398407,95648,117026
398448,95669,117068
398499,95659,117039
398550,95680,117056
398607,95644,117033
398652,95614,117028
398703,95634,117051
398754,95631,117044
398807,95639,117042
398856,95622,117049
398907,95624,117042
398968,95633,117006
399009,95567,116983
399060,95512,116950
399111,95471,116929
399168,95490,116938
399213,95488,116943
399264,95512,116949
399315,95428,116937
399369,95408,116925
399417,95412,116956
399468,95463,116983
399528,95487,116987
399570,95463,116968
399621,95447,116970
399672,95382,116938
399728,95420,116951
399775,95428,116943
399826,95389,116928
399877,95419,116954
399928,95442,116962
399979,95425,116926
400030,95419,116944
400089,95429,116967
400132,95440,116971
400183,95447,117005
400234,95455,116993
400289,95451,117000
400336,95460,116991
400387,95451,116990
400448,95448,116971
400489,95406,116948
400540,95382,116935
400591,95407,116951
400649,95390,116961
400693,95389,116966
400744,95384,116962
400795,95376,116956
400849,95377,116970
400897,95398,116970
400949,95376,116954
401008,95413,116978
401051,95409,116992
401102,95407,116997
401153,95434,117036
401208,95516,117082
401255,95584,117108
401306,95603,117140
401357,95639,117166
401408,95668,117172
401459,95660,117159
401510,95610,117142
401569,95604,117137
401612,95620,117123
401663,95586,117133
401714,95615,117163
401768,95648,117173
401816,95638,117156
401867,95677,117163
401929,95654,117177
401969,95656,117166
402020,95708,117224
402071,95846,117262
402129,95782,117258
402173,95774,117299
402225,95799,117278
402276,95815,117284
402329,95833,117314
402378,95886,117352
402429,95973,117392
402488,95975,117400
402531,95974,117371
402582,95952,117369
402633,95898,117362
402688,95904,117339
402735,95922,117365
402786,95917,117379
402837,95908,117376
402888,95938,117385
402939,95982,117383
402990,95950,117388
403048,95952,117390
403092,95969,117415
403143,95990,117418
403194,95973,117429
403250,95966,117431
403296,95965,117436
403347,95989,117443
403409,95997,117455
403450,95970,117436
403501,95980,117461
403552,95948,117412
403609,95920,117400
403654,95896,117412
403705,95861,117371
403756,95900,117431
403809,95946,117421
403858,95943,117429
403909,95908,117430
403970,95909,117442
404011,95950,117429
404062,95914,117443
404113,95931,117447
404170,95940,117464
404215,95964,117465
404266,95929,117464
404317,95958,117477
404369,95962,117473
404419,95964,117464
404470,95964,117468
404530,95942,117476
404572,95925,117470
404623,95914,117445
404675,95843,117409
404730,95825,117412
404777,95842,117416
404828,95882,117452
404889,95898,117459
404930,95876,117426
404981,95877,117459
405032,95907,117469
405089,95923,117483
405134,95911,117501
405185,95922,117471
405236,95913,117484
405289,95919,117497
405338,95902,117494
405389,95908,117486
405450,95887,117490
405491,95892,117472
405542,95888,117499
405593,95861,117467
405649,95818,117424
405695,95782,117418
405746,95763,117435
405797,95796,117424
405849,95821,117453
405900,95814,117434
405951,95790,117435
406010,95758,117432
406053,95751,117439
406104,95756,117432
406155,95724,117405
406210,95703,117404
406257,95672,117397
406308,95767,117470
406369,95782,117460
406410,95761,117468
406461,95794,117476
406512,95794,117485
406569,95767,117456
406614,95703,117427
406665,95648,117357
406716,95609,117358
406770,95627,117399
406818,95673,117410
406869,95690,117410
406929,95654,117395
406971,95653,117391
407022,95659,117420
407073,95694,117418
407129,95668,117425
407176,95662,117408
407227,95663,117398
407278,95643,117408
407329,95647,117431
407380,95658,117432
407431,95643,117409
407490,95646,117405
407533,95662,117410
407584,95652,117427
407635,95584,117380
407690,95577,117360
407737,95561,117371
407788,95530,117374
407851,95554,117390
407890,95615,117380
407941,95579,117407
407992,95595,117411
408050,95611,117428
408094,95627,117422
408145,95585,117413
408196,95605,117436
408250,95626,117442
408298,95636,117434
408350,95582,117424
408411,95579,117425
408452,95589,117421
408503,95598,117417
408554,95584,117394
408611,95521,117384
408656,95501,117346
408707,95516,117361
408758,95538,117376
408811,95513,117391
408860,95524,117418
408911,95521,117393
408970,95536,117404
409013,95527,117403
409064,95538,117399
409115,95550,117404
409171,95511,117401
409217,95513,117398
409268,95521,117388
409330,95513,117409
409371,95496,117397
409421,95505,117408
409472,95499,117381
409530,95460,117356
409575,95428,117344
409626,95413,117315
409677,95437,117329
409730,95442,117360
409779,95459,117373
409830,95453,117374
409891,95448,117379
409932,95459,117381
409983,95458,117383
410034,95449,117385
410091,95440,117389
410136,95453,117362
410187,95427,117383
410238,95451,117385
410291,95434,117380
410340,95432,117393
410391,95422,117383
410451,95412,117371
410493,95383,117348
410544,95339,117318
410595,95295,117280
410651,95286,117296
410697,95319,117309
410748,95363,117336
410810,95358,117332
410851,95355,117365
410902,95362,117351
410953,95368,117365
411010,95381,117372
411055,95371,117360
411106,95390,117372
411157,95380,117369
411210,95372,117367
411259,95356,117376
411310,95360,117372
411371,95362,117363
411412,95355,117365
411463,95378,117370
411514,95319,117340
411571,95316,117319
411616,95263,117277
411667,95258,117292
411718,95230,117300
411772,95232,117305
411820,95240,117314
411871,95251,117305
411931,95244,117301
411973,95194,117295
412025,95214,117313
412076,95208,117328
412131,95248,117329
412178,95255,117317
412229,95210,117316
412280,95217,117312
412331,95232,117336
412382,95234,117299
412433,95198,117304
412492,95184,117313
412535,95209,117328
412586,95188,117344
412637,95181,117293
412692,95136,117266
412739,95107,117248
412790,95073,117245
412852,95100,117259
412892,95097,117278
412943,95129,117281
412994,95147,117292
413052,95124,117288
413096,95118,117278
413147,95141,117313
413198,95143,117313
413252,95147,117325
413301,95179,117340
413352,95141,117289
413411,95108,117271
413454,95082,117271
413505,95089,117305
413556,95148,117339
413611,95181,117342
413658,95193,117377
413709,95207,117370
413760,95087,117246
413811,94978,117209
413862,94933,117201
413913,95062,117303
413972,95073,117307
414015,95090,117303
414066,95081,117351
414117,95155,117369
414171,95169,117370
414219,95165,117367
414270,95248,117417
414332,95268,117429
414372,95266,117420
414423,95250,117414
414475,95284,117423
414532,95265,117439
414577,95271,117482
414628,95297,117462
414679,95257,117419
414732,95193,117380
414781,95162,117371
414832,95166,117392
414891,95186,117392
414934,95209,117420
414985,95185,117413
415036,95166,117404
415091,95186,117390
415138,95204,117405
415189,95194,117433
415240,95188,117413
415292,95203,117419
415342,95209,117409
415393,95175,117404
415451,95189,117403
415495,95157,117397
415546,95162,117394
415597,95079,117371
415653,95060,117369
415700,95048,117361
415751,95077,117392
415812,95108,117397
415853,95059,117361
415904,95062,117376
415955,95094,117400
416012,95097,117405
416057,95093,117410
416108,95050,117377
416159,95050,117385
416212,95054,117361
416261,94980,117344
416312,94968,117309
416373,94941,117325
416414,94968,117324
416465,94942,117330
416516,94923,117317
416572,94937,117317
416618,94939,117323
416669,94918,117328
416720,94929,117328
416772,94939,117330
416822,94929,117310
416873,94917,117333
416933,94900,117312
416976,94869,117295
417027,94854,117269
417078,94805,117263
417133,94789,117255
417180,94781,117249
417231,94790,117273
417292,94807,117274
417333,94792,117247
417384,94793,117277
417435,94819,117282
417492,94812,117294
417537,94810,117313
417588,94821,117268
417639,94810,117279
417692,94818,117291
417741,94811,117297
417792,94817,117290
417852,94819,117298
417894,94812,117297
417945,94807,117303
417996,94802,117314
418052,94785,117273
418098,94726,117232
418149,94670,117217
418201,94683,117244
418252,94676,117242
418303,94707,117244
418354,94703,117262
418413,94687,117258
418456,94677,117272
418507,94695,117260
418558,94706,117262
418613,94690,117273
418660,94689,117257
418711,94690,117285
418772,94696,117267
418813,94695,117264
418864,94694,117276
418915,94700,117282
418973,94702,117283
419017,94697,117309
419068,94693,117279
419119,94643,117239
419173,94618,117243
419221,94588,117230
419272,94546,117207
419332,94547,117210
419374,94540,117167
419426,94501,117186
419477,94504,117202
419532,94541,117221
419579,94537,117206
419630,94566,117226
419681,94549,117186
419732,94458,117145
419783,94410,117160
419834,94466,117180
419893,94514,117231
419936,94574,117271
419987,94661,117315
420038,94651,117309
420093,94683,117326
420140,94612,117294
420191,94025,116855
420253,93820,116763
420293,93742,116725
420344,93702,116784
420395,93956,116973
420453,94159,117086
420497,94304,117133
420548,94343,117173
420599,94478,117250
420653,94522,117258
420702,94517,117259
420753,94503,117270
420814,94489,117269
420855,94525,117270
420906,94511,117267
420957,94544,117275
421014,94525,117281
421059,94524,117264
421110,94523,117292
421161,94561,117281
421214,94487,117261
421263,94466,117276
421314,94449,117245
421373,94464,117256
421416,94467,117275
421467,94494,117267
421518,94483,117273
421574,94464,117276
421620,94458,117260
421671,94479,117266
421733,94471,117269
421774,94454,117244
421824,94444,117272
421876,94451,117261
421933,94452,117250
421978,94438,117272
422029,94425,117256
422080,94454,117282
422133,94449,117292
422182,94455,117282
422233,94394,117254
422294,94386,117255
422335,94390,117248
422386,94389,117251
422437,94396,117261
422494,94392,117281
422539,94416,117243
422590,94411,117283
422641,94432,117288
422693,94451,117300
422743,94448,117319
422794,94465,117303
422854,94445,117305
422896,94465,117323
422947,94468,117313
422998,94447,117311
423054,94444,117309
423101,94455,117308
423152,94463,117315
423213,94447,117305
423254,94417,117305
423305,94386,117253
423356,94316,117222
423413,94329,117234
423458,94331,117245
423509,94376,117265
423560,94365,117253
423613,94367,117268
423662,94392,117283
423713,94359,117271
423774,94379,117294
423815,94357,117283
423866,94405,117288
423917,94354,117293
423975,94355,117296
424019,94348,117283
424070,94390,117296
424121,94364,117288
424175,94335,117296
424223,94346,117296
424274,94348,117277
424334,94323,117231
424377,94240,117207
424428,94206,117200
424479,94214,117204
424534,94265,117224
424581,94270,117240
424632,94258,117239
424683,94267,117228
424734,94264,117245
424785,94246,117207
424836,94240,117220
424895,94233,117214
424938,94244,117217
424989,94220,117244
425040,94227,117220
425095,94228,117205
425142,94223,117220
425193,94219,117215
425255,94242,117210
425295,94230,117212
425346,94221,117216
425397,94193,117161
425455,94167,117165
425499,94170,117155
425551,94160,117163
425602,94160,117165
425655,94166,117173
425704,94179,117185
425755,94203,117201
425814,94218,117208
425857,94227,117204
425908,94240,117219
425959,94260,117240
426014,94307,117248
426061,94318,117272
426112,94376,117294
426163,94350,117257
426214,94341,117266
426265,94346,117254
426316,94387,117299
426374,94396,117292
426418,94386,117261
426469,94370,117275
426520,94398,117293
426574,94437,117294
426622,94428,117285
426673,94523,117340
426735,94544,117343
426776,94443,116919
426827,93104,116187
426878,92090,115794
426935,91521,116074
426980,91391,117602
427031,91464,118250
427082,91131,118450
427135,91040,118416
427184,91006,118378
427235,91066,118228
427296,91128,117898
427337,91076,116901
427388,90637,115781
427439,91507,116347
427496,93225,117442
427541,94997,118192
427592,94856,117549
427643,95394,118466
427695,95762,118182
427745,95604,118592
427796,96551,119065
427856,96965,119395
427898,97374,119388
427949,96978,118838
428001,95176,117807
428056,93779,117019
428103,92679,116908
428154,92286,118541
428215,92284,118877
428256,92153,118984
428307,92042,119086
428358,91936,119001
428415,91953,118727
428460,91902,118128
428511,91533,116666
428562,91284,116166
428615,93647,118129
428664,95583,118831
428715,98532,120740
428776,99082,120283
428817,97799,119042
428868,96909,120251
428919,99025,120758
428975,99205,120762
429021,98893,120185
429072,97463,119041
429123,95197,117701
429175,93498,117105
429226,92720,118522
429277,92677,119286
429336,92530,119350
429379,92468,119349
429430,92434,119285
429481,92391,118602
429536,92085,117410
429583,91642,116262
429634,94257,118193
429695,95493,119010
429736,97108,119592
429787,97651,120349
429838,101003,122355
429895,101171,119859
429942,97522,120692
429993,99699,120968
430044,99781,121381
430096,100312,121642
430147,100437,121578
430199,99201,120316
430255,97916,119340
430302,96670,118625
430353,95206,117635
430404,93199,119363
430457,93064,119538
430506,92926,119565
430557,92847,119318
430616,92795,118810
430659,92504,117764
430710,92039,116593
430761,93158,117830
430816,95730,119171
430863,97069,119865
430914,98271,120030
430977,97532,119221
431016,95698,118839
431067,96723,119469
431118,94997,119017
431176,97269,119739
431220,97569,120002
431271,98506,120771
431322,99005,120564
431376,98322,119891
431424,97509,119731
431476,94404,117564
431537,93341,118701
431578,93414,119469
431629,93335,119611
431680,93181,119636
431737,93156,119563
431782,93113,119324
431833,93011,119739
431884,92203,116405
431937,92584,117242
431986,95775,119907
432037,99053,121125
432096,100004,121837
432140,101157,122311
432192,101346,121365
432244,100950,122094
432296,100797,121623
432348,100220,121531
432401,100101,121093
432456,98948,120280
432504,98164,119862
432555,95946,118043
432616,93693,118457
432657,93635,119534
432708,93596,119788
432759,93422,119820
432816,93393,119675
432861,93335,119371
432912,93116,118270
432963,92503,117904
433016,96216,119862
433065,98766,120943
433116,100744,122008
433176,101455,122650
433220,102108,122523
433272,100075,121346
433324,102183,122746
433377,101917,122573
433429,101773,122356
433481,99404,120452
433538,98409,120363
433583,97649,118804
433634,94639,118054
433685,93821,119882
433738,93650,119923
433787,93608,119904
433838,93508,119597
433897,93422,118899
433940,92914,117406
433991,92503,116582
434042,97381,119983
434098,98367,121259
434144,100653,122089
434196,101803,122765
434258,102452,123180
434300,102455,122681
434353,100513,120877
434405,102472,122829
434458,101853,122085
434509,100732,121706
434561,99414,120589
434618,97529,118636
434663,94338,117961
434714,93786,119049
434765,93828,119907
434818,93727,119955
434867,93689,119961
434918,93565,119349
434978,93280,118140
435020,92767,116996
435071,92577,116627
435122,98300,120522
435178,98665,120664
435224,99292,121402
435275,102185,123094
435337,102718,122831
435380,100138,120333
435432,99782,122431
435483,102027,122639
435538,102030,122648
435587,101967,122526
435639,101467,122296
435698,101556,122330
435743,101529,122266
435795,101424,122236
435847,101591,122297
435899,101478,122249
435952,101441,122284
436004,101572,122384
436057,101702,122487
436108,101865,122597
436160,102248,122855
436217,102426,122934
436264,102551,123012
436316,102649,123037
436378,102688,123019
436420,102683,123028
436472,102693,123048
436524,102622,122984
436578,102648,123001
436629,102661,122987
436681,102713,123059
436738,102750,123046
436785,102721,123031
436837,102694,123064
436898,102744,123060
436941,102699,123051
436993,102699,123035
437045,102702,123031
437099,102698,123080
437149,102787,123113
437202,102767,123043
437259,102689,123017
437306,102650,122977
437358,102631,122970
437419,102659,122978
437462,102671,122962
437514,102636,122946
437566,102610,122915
437619,102540,122891
437670,102544,122887
437722,102525,122886
437778,102551,122900
437827,102571,122909
437879,102563,122903
437938,102558,122900
437983,102570,122905
438035,102560,122898
438087,102543,122882
438139,102532,122807
438191,102424,122788
438243,102428,122809
438299,102475,122835
438347,102499,122870
438399,102536,122878
438459,102505,122852
438504,102486,122822
438556,102491,122859
438608,102500,122843
438660,102462,122830
438712,102496,122886
438764,102577,122876
438819,102479,122824
438868,102438,122848
438920,102498,122856
438978,102484,122865
439024,102581,122955
439077,102644,122885
439138,102478,122789
439181,102391,122774
439233,102404,122796
439285,102391,122747
439338,102332,122708
439389,102268,122651
439441,102111,122582
439498,102100,122566
439545,102096,122559
439597,102110,122568
439659,102095,122538
439702,102039,122490
439754,101972,122505
439806,101973,122479
439859,101981,122460
439910,101939,122434
439962,101806,122335
440019,101770,122320
440066,101746,122322
440118,101642,122227
440180,101597,122242
440222,101602,122244
440274,101603,122225
440327,101510,122168
440380,101464,122171
440431,101451,122131
440483,101450,122142
440540,101416,122121
440587,101433,122102
440639,101343,122068
440700,101339,122076
440743,101362,122044
440795,101291,121984
440847,101153,121923
440899,101158,121926
440952,101160,121945
441004,101149,121924
441059,101138,121905
441108,101129,121918
441160,101050,121854
441219,101022,121851
441264,101016,121887
441316,101030,121861
441368,100969,121806
441420,100941,121809
441472,100949,121823
441524,100943,121779
441580,100876,121737
441629,100825,121715
441681,100819,121683
441740,100745,121652
