Millis,Red,IR
327631,95204,121614
327682,95305,121697
327733,95350,121667
327790,95257,121617
327835,95186,121617
327886,95165,121571
327937,95216,121629
327991,95234,121633
328039,95219,121618
328090,95154,121579
328150,95139,121581
328192,95126,121545
328243,95043,121489
328295,94903,121448
328350,94940,121467
328397,94986,121491
328448,95005,121508
328499,94975,121490
328550,94980,121469
328601,94952,121458
328652,94950,121470
328711,94950,121459
328754,94959,121478
328805,94961,121485
328856,94957,121475
328911,94940,121495
328958,94944,121464
329009,94895,121410
329070,94787,121348
329111,94723,121313
329162,94733,121320
329213,94840,121405
329271,94828,121399
329315,94823,121429
329366,94818,121386
329417,94817,121389
329471,94797,121380
329520,94781,121383
329571,94759,121374
329630,94791,121398
329673,94838,121443
329724,94906,121473
329775,94839,121400
329830,94763,121372
329877,94737,121351
329928,94679,121302
329979,94492,121227
330030,94553,121259
330081,94583,121273
330132,94661,121289
330191,94609,121271
330234,94577,121247
330285,94509,121222
330336,94471,121213
330390,94499,121273
330438,92942,119787
330489,91117,120571
330551,91475,121408
330591,91639,121685
330642,91712,121816
330693,91718,121726
330751,91629,121661
330796,91579,121597
330847,91538,121509
330898,91437,121338
330951,91380,121286
331000,91302,121028
331051,90846,119657
331110,90596,120255
331153,96833,122732
331204,95683,122795
331255,101028,125352
331310,99802,124567
331358,99550,124739
331409,98671,121254
331470,92480,119796
331511,91032,120356
331562,91232,121165
331613,91485,121502
331671,91458,121513
331715,91439,121528
331766,91419,121434
331817,91332,121285
331871,91249,121070
331920,91038,120398
331971,90667,120734
332030,97297,123374
332073,96575,123198
332124,99081,125514
332175,100500,125130
332230,100181,125296
332279,100423,125232
332331,94902,120456
332390,91793,119967
332433,91052,120561
332484,91200,121060
332535,91430,121545
332591,91471,121606
332637,91476,121637
332688,91447,121574
332739,91342,121241
332791,91118,120609
332841,90761,119733
332892,96554,123337
332950,96546,123349
332995,98936,125452
333046,101138,125835
333098,99879,125246
333151,100161,125040
333201,97656,121407
333252,91115,120702
333311,91310,121386
333354,91466,121602
333405,91499,121666
333456,91466,121639
333511,91436,121558
333558,91363,121440
333609,91092,120479
333670,90618,119515
333711,92268,122583
333762,95804,122961
333813,101421,126375
333871,101274,125775
333917,100798,125812
333970,97276,121592
334031,93197,120204
334072,91170,120541
334123,91242,121225
334174,91461,121658
334231,91465,121672
334276,91461,121640
334327,91402,121566
334378,91278,121266
334431,91134,120692
334480,90708,119640
334531,96808,122914
334590,97168,124834
334633,100534,126226
334685,101169,125558
334737,98909,122751
334791,94353,120662
334839,91589,120261
334890,91307,121459
334950,91425,121678
334992,91495,121740
335043,91501,121752
335094,91418,121590
335150,91331,121407
335197,91240,121239
335248,91131,120694
335299,93820,123471
335350,96513,123606
335401,98907,125955
335452,101085,125765
335511,100722,125864
335556,100685,124469
335608,95700,121399
335659,91109,120837
335710,91293,121381
335761,91408,121591
335812,91460,121745
335870,91479,121710
335914,91420,121618
335965,91381,121498
336016,90800,119729
336070,92987,123526
336118,95394,122737
336169,100769,126126
336231,100493,125268
336274,99846,125367
336325,100136,125388
336377,95850,121509
336430,92366,120329
336479,91205,121138
336530,91505,121815
336591,91570,121875
336632,91582,121862
336683,91577,121830
336734,91262,120531
336791,90923,123139
336836,97665,122550
336887,97539,125268
336938,101858,126021
336990,100435,125594
337042,100464,125706
337094,100735,125932
337150,100861,125785
337199,100474,125599
337251,100162,125432
337310,100161,125488
337355,100275,125510
337407,100266,125472
337459,100082,125412
337511,100110,125422
337563,100206,125515
337615,100237,125443
337671,100173,125376
337719,100090,125314
337772,99857,125181
337831,99826,125141
337874,99774,125136
337925,99710,125115
337976,99662,125047
338031,99606,124990
338078,99549,124963
338129,99399,124857
338190,99334,124828
338231,99287,124768
338282,99223,124755
338333,99034,124601
338390,98929,124508
338435,98833,124469
338486,98761,124434
338537,98704,124389
338591,98683,124346
338639,98605,124310
338690,98426,124199
338750,98390,124166
338792,98354,124146
338843,98302,124113
338894,98218,124034
338950,98177,124024
338997,98104,123945
339048,98029,123876
339099,97829,123749
339150,97770,123742
339201,97756,123764
339252,97711,123677
339311,97654,123633
339354,97607,123607
339405,97559,123593
339456,97474,123546
339511,97504,123548
339558,97470,123534
339609,97414,123503
339670,97387,123453
339711,97309,123356
339762,97188,123314
339813,97107,123265
339871,97127,123271
339915,97134,123277
339966,97098,123235
340017,97005,123187
340071,96998,123185
340119,96961,123157
340171,96867,123096
340230,96865,123091
340273,96860,123064
340324,96833,123063
340375,96664,122905
340430,96565,122855
340477,96506,122828
340528,96504,122819
340579,96510,122827
340630,96437,122774
340691,96400,122745
340732,96355,122696
340783,96298,122672
340834,96211,122648
340891,96219,122650
340936,96189,122616
340987,96201,123009
341038,96167,122601
341090,96104,122520
341140,95986,122456
341191,95904,122411
341251,95921,122419
341293,95937,122429
341344,95915,122410
341396,95830,122344
341451,95787,122314
341498,95772,122295
341549,95764,122305
341610,95727,122283
341651,95720,122275
341702,95690,122252
341753,95622,122209
341810,95556,122120
341855,95472,122080
341906,95398,122024
341957,95408,122060
342010,95410,122057
342059,95413,122048
342110,95322,121990
342171,95300,121971
342212,95277,121960
342263,95276,121956
342314,95229,121925
342370,95208,121917
342416,95196,121898
342467,95204,121917
342518,95067,121783
342570,94959,121724
342621,94923,121737
342672,94953,121740
342731,94973,121721
342774,94967,121737
342825,94920,121706
342876,94860,121654
342931,94838,121650
342978,94837,121648
343029,94798,121633
343090,94796,121623
343131,94783,121599
343182,94765,121616
343233,94646,121500
343290,94567,121434
343335,94521,121435
343386,94510,121439
343437,94563,121468
343491,94571,121460
343539,94546,121433
343590,94434,121392
343650,94432,121378
343692,94433,121368
343743,94430,121375
343794,94396,121362
343850,94398,121369
343897,94383,121341
343948,94380,121330
343999,94191,121189
344050,94121,121171
344101,94125,121191
344152,94171,121209
344211,94182,121201
344254,94163,121195
344305,94115,121162
344356,94071,121131
344411,94063,121142
344458,94053,121139
344509,94016,121118
344570,94029,121120
344611,94032,121101
344662,93990,121079
344713,93817,120951
344771,93783,120940
344815,93799,120983
344866,93822,120970
344917,93842,120985
344971,93832,120991
345019,93785,120952
345071,93738,120925
345130,93736,120925
345173,93747,120910
345224,93735,120929
345275,93691,120917
345330,93721,120922
345377,93678,120865
345428,93600,120815
345479,93491,120767
345530,93520,120784
345581,93554,120780
345632,93557,120793
345691,93524,120792
345734,93488,120757
345785,93479,120756
345836,93460,120753
345890,93451,120757
345938,93440,120736
345989,93439,120739
346051,93432,120739
346091,93406,120690
346142,93322,120643
346193,93242,120599
346251,93245,120616
346296,93283,120684
346347,93285,120637
346398,93261,120621
346451,93243,120615
346500,93228,120602
346551,93203,120594
346610,93209,120592
346653,93208,120580
346704,93199,120593
346755,93167,120589
346810,93158,120557
346857,93095,120494
346908,93011,120461
346959,92971,120476
347010,93019,120487
347061,93045,120492
347112,93013,120476
347170,92967,120460
347214,92957,120437
347265,92964,120452
347316,92944,120436
347370,92932,120443
347418,92929,120438
347469,92939,120431
347531,92905,120391
347572,92818,120328
347623,92733,120290
347674,92762,120306
347731,92769,120314
347776,92797,120351
347827,92796,120357
347878,92809,120374
347931,92872,120405
347980,92923,120421
348031,92872,120377
348090,92824,120345
348133,92778,120334
348184,92757,120343
348235,92784,120343
348290,92749,120281
348337,92687,120286
348388,92669,120255
348439,92672,120252
348491,92660,120270
348541,92635,120220
348592,92581,120212
348650,92591,120225
348694,92584,120198
348746,92549,120201
348797,92546,120218
348850,92585,120229
348899,92604,120239
348950,92543,120173
349011,92478,120130
349052,92406,120107
349103,92397,120092
349154,92427,120128
349211,92461,120153
349256,92463,120119
349307,92457,120134
349358,92410,120103
349411,92397,120100
349460,92409,120115
349511,92424,120115
349571,92425,120105
349613,92413,120107
349664,92410,120120
349715,92300,120025
349771,92259,119996
349817,92278,120015
349868,92345,120047
349930,92336,120048
349971,92331,120076
350022,92320,120052
350073,92292,120042
350130,92294,120034
350175,92287,120030
350226,92306,120047
350277,92301,120047
350330,92297,120030
350379,92250,119999
350430,92129,119916
350491,92119,119910
350532,92128,119936
350583,92165,119956
350634,92157,119945
350691,92144,119941
350736,92107,119893
350787,92087,119907
350838,92066,119892
350890,92054,119894
350940,92044,119895
350991,92013,119857
351051,91985,119832
351093,91917,119785
351144,91837,119743
351196,91808,119724
351251,91829,119735
351298,91841,119728
351349,91839,119721
351410,91780,119704
351451,91765,119703
351502,91745,119697
351553,91731,119676
351610,91725,119691
351655,91711,119686
351706,91709,119650
351757,91694,119652
351810,91634,119611
351859,91573,119576
351910,91551,119570
351971,91576,119599
352012,91589,119610
352063,91594,119614
352114,91582,119594
352170,91555,119602
352216,91559,119564
352267,91555,119577
352318,91559,119586
352370,91547,119593
352420,91549,119614
352472,91537,119588
352531,91543,119578
352574,91521,119585
352625,91461,119531
352676,91402,119498
352731,91409,119505
352778,91440,119533
352829,91451,119538
352890,91452,119522
352931,91425,119508
352982,91411,119507
353033,91400,119508
353090,91417,119509
353135,91409,119530
353186,91401,119510
353237,91398,119512
353291,91408,119507
353339,91366,119492
353390,91264,119445
353450,91272,119448
353492,91294,119456
353543,91314,119461
353594,91322,119472
353650,91314,119470
353697,91287,119431
353748,91290,119447
353799,91297,119453
353850,91277,119453
353901,91279,119465
353952,91276,119459
354011,91264,119445
354054,91263,119458
354105,91252,119454
354156,91160,119404
354211,91151,119381
354258,91129,119387
354309,91152,119398
354370,91170,119401
354411,91181,119400
354462,91148,119400
354513,91132,119383
354571,91130,119375
354615,91137,119397
354666,91123,119374
354717,91114,119384
354771,91134,119399
354819,91129,119396
354870,91083,119379
354930,91084,119371
354973,91074,119333
355024,91025,119333
355075,90986,119310
355130,91013,119329
355177,91025,119320
355228,91057,119328
355279,91025,119291
355330,89908,119340
355381,89838,119884
355432,90231,120860
355491,90310,120996
355534,90303,120972
355585,90282,120897
355636,90148,120710
355691,90106,120602
355738,90033,120509
355789,89766,119660
355851,89451,118801
355891,89344,119535
355942,94979,121783
355993,96774,124004
356051,98424,123795
356095,97244,123370
356147,97236,123533
356198,92571,119460
356251,90234,119494
356300,89999,120413
356351,90258,120877
356410,90290,120893
356453,90294,120862
356504,90273,120809
356555,90103,120446
356610,89930,119597
356657,89466,118888
356708,92410,121591
356759,96994,124309
356810,98436,122469
356861,92857,119921
356912,89987,119734
356970,89970,120142
357014,90082,120478
357065,90185,120728
357116,90299,120926
357170,90308,120975
357218,90292,120919
357269,90206,120684
357331,90073,120115
357372,89670,119094
357423,89643,120124
357474,94054,121656
357531,93892,120639
357576,91008,119529
357627,89939,119898
357678,90181,120741
357731,90309,120895
357780,90325,120960
357831,90297,120942
357890,90298,120900
357933,90284,120867
357984,90200,120757
358035,89845,119728
358092,89560,118965
358137,90010,121297
358188,96014,122380
358239,97990,124875
358291,99184,124174
358341,95588,120570
358392,90076,120293
358450,90275,120802
358494,90354,121003
358545,90425,121087
358597,90358,121049
358652,90343,120951
358699,90261,120826
358750,90140,120502
358811,89975,119681
358852,89593,119121
358903,89869,120778
358954,95996,123553
359011,97570,124051
359056,97067,121710
359107,91420,119644
359158,90053,120208
359211,90196,120542
359260,90256,120859
359311,90440,121161
359372,90447,121150
359413,90466,121092
359464,90355,120926
359515,89883,119548
359571,89638,119222
359617,93555,123132
359668,96068,123041
359719,99706,125336
359771,99089,124644
359822,98613,124654
359873,92514,120126
359932,90484,120165
359975,90306,120814
360026,90484,121154
360077,90537,121247
360132,90523,121223
360179,90489,121126
360230,90110,119953
360291,89826,119302
360332,90661,122192
360383,96596,123065
360434,98682,125360
360491,99724,124939
360536,97884,121844
360587,92194,120039
360638,90451,121043
360692,90568,121257
360740,90620,121327
360791,90631,121319
360851,90620,121277
360893,90545,121148
360944,90468,120948
360995,89773,120424
361051,96502,122576
361098,94793,123873
361149,98670,125672
361200,99223,124907
361251,99095,125138
361302,99247,125045
361353,99534,125196
361412,99245,125053
361455,99165,125049
361506,99156,125015
361557,99164,125029
361610,99171,125012
361659,99120,124969
361710,99152,125112
361771,99426,125222
361812,99513,125277
361863,99671,125442
361914,99884,125448
361970,99878,125438
362016,99841,125410
362067,99858,125425
362118,99736,125341
362170,99684,125299
362220,99604,125260
362272,99459,125152
362331,99435,125115
362374,99388,125107
362425,99309,125054
362476,99169,124961
362531,99141,124942
362578,99088,124878
362629,98849,124724
362692,98726,124659
362731,98698,124631
362782,98636,124621
362833,98547,124548
362892,98500,124493
362935,98464,124474
362986,98360,124434
363037,98254,124347
363091,98228,124325
363139,98197,124301
363190,98037,124239
363252,98017,124204
363292,98005,124182
363343,97965,124145
363394,97735,124011
363452,97627,123936
363497,97562,123879
363548,97571,123894
363599,97495,123868
363652,97438,123824
363701,97379,123810
363752,97276,123717
363811,97266,123700
363854,97197,123671
363905,97165,123646
363956,97100,123620
364011,97103,123610
364058,97036,123569
364109,96949,123502
364172,96826,123427
364211,96790,123362
364262,96704,123353
364313,96700,123358
364371,96723,123334
364415,96705,123323
364466,96621,123279
364517,96547,123254
364571,96554,123225
364619,96513,123199
364670,96445,123174
364732,96403,123179
364773,96438,123164
364824,96435,123151
364875,96327,123048
364932,96199,122983
364977,96137,122935
365028,96167,122997
365079,96404,123144
365132,96399,123131
365181,96390,123166
365232,96403,123148
365291,96482,123183
365334,96522,123226
365385,96584,123231
365436,96510,123156
365491,96455,123134
365538,96366,123071
365589,96227,122969
365651,96147,122889
365692,96049,122841
365742,96028,122860
365793,96090,122911
365851,96172,122969
365895,96234,123000
365947,96228,122955
365998,95982,122751
366051,95845,122702
366100,95851,122735
366151,95944,122808
366212,95987,122837
366253,96022,122823
366304,95953,122740
366355,95758,122623
366412,95735,122637
366457,95793,122655
366508,95827,122700
366559,95853,122670
366612,95766,122633
366661,95712,122605
366712,95623,122552
366772,95627,122571
366814,95658,122585
366865,95684,122595
366916,95643,122539
366972,95541,122453
367018,95434,122405
367069,95403,122400
367131,95446,122418
367172,95453,122406
367223,95455,122402
367274,95384,122352
367331,95361,122345
367376,95339,122322
367427,95318,122313
367478,95334,122324
367531,95310,122310
367580,95310,122301
367631,95148,122180
367692,95079,122142
367733,95085,122125
367784,95079,122144
367835,95139,122165
367892,95120,122155
367937,95098,122135
367988,95050,122085
368039,95034,122078
368091,95007,122068
368141,95004,122055
368192,94837,121949
368252,94800,121910
368294,94738,121853
368345,94665,121822
368396,94620,121802
368452,94687,121847
368499,94744,121883
368550,94741,121844
368611,94719,121830
368652,94690,121811
368703,94658,121808
368754,94653,121790
368811,94642,121774
368856,94627,121776
368907,94603,121760
368958,94590,121720
369011,94496,121653
369060,94403,121609
369111,94365,121608
369172,94400,121639
369213,94446,121625
369264,94421,121615
369315,94363,121577
369371,94354,121556
369417,94336,121557
369468,94318,121547
369519,94336,121544
369571,94305,121536
369621,94298,121518
369673,94273,121510
369732,94236,121478
369775,94137,121401
369826,94076,121360
369877,94052,121369
369932,94084,121391
369979,94100,121373
370030,94069,121370
370091,94039,121327
370132,93995,121300
370183,93992,121298
370234,93978,121305
370291,93970,121290
370336,93958,121309
370387,93958,121271
370438,93926,121277
370492,93916,121274
370540,93899,121239
370591,93727,121103
370651,93671,121085
370693,93671,121084
370744,93717,121139
370795,93753,121145
370851,93746,121123
370898,93683,121076
370949,93639,121064
371000,93640,121070
371051,93630,121067
371102,93629,121043
371153,93614,121030
371212,93581,121034
371255,93577,121047
371306,93581,121022
371357,93435,120892
371412,93371,120885
371459,93380,120875
371510,93431,120928
371571,93436,120922
371612,93407,120902
371663,93381,120893
371714,93335,120854
371772,93316,120849
371816,93317,120885
371867,93318,120835
371918,93283,120829
371972,93281,120831
372020,93269,120841
372071,93223,120775
372131,93128,120704
372174,93054,120646
372225,93039,120683
372276,93086,120731
372331,93127,120744
372378,93106,120708
372429,93080,120700
372480,93009,120667
372531,93002,120673
372582,93004,120653
372633,93004,120662
372692,92995,120671
372735,92972,120650
372786,92976,120666
372837,92867,120557
372892,92783,120516
372939,92740,120502
372990,92793,120550
373052,92818,120557
373092,92821,120553
373143,92809,120552
373194,92769,120514
373252,92747,120504
373296,92746,120550
373348,92726,120487
373399,92681,120484
373452,92703,120494
373501,92703,120486
373552,92529,120359
373611,92490,120342
373654,92496,120340
373705,92527,120379
373756,92526,120391
373811,92527,120375
373858,92515,120374
373909,92475,120364
373960,92430,120339
374011,92437,120341
374062,92449,120337
374113,92425,120325
374171,92383,120283
374215,92317,120246
374266,92285,120238
374317,92272,120231
374371,92301,120263
374419,92311,120255
374470,92278,120223
374532,92249,120205
374573,92224,120193
374624,92216,120204
374675,92226,120201
374732,92217,120197
374777,92221,120222
374828,92131,120145
374879,92028,120082
374932,92056,120102
374981,92086,120136
375032,92062,120108
375091,92059,120096
375134,92063,120104
375185,92009,120095
375236,91972,120088
375293,91968,120057
375338,92000,120074
375389,91958,120081
375440,91876,119995
375492,91844,119973
375542,91817,119954
375593,91807,119997
375653,91833,119985
375695,91837,120004
375746,91856,119999
375798,91771,119971
375853,91757,119969
375900,91760,119961
375951,91754,119970
376012,91769,119956
376053,91720,119932
376104,91715,119934
376155,91634,119870
376212,91584,119859
376257,91594,119876
376308,91607,119862
376359,91601,119889
376412,91613,119864
376461,91549,119847
376512,91523,119839
376573,91516,119844
376614,91549,119836
376665,91503,119829
376716,91492,119831
376772,91521,119829
376818,91502,119813
376869,91418,119769
376920,91351,119746
376972,91378,119740
377023,91400,119734
377074,91381,119753
377133,91349,119744
377176,91337,119734
377227,91350,119747
377278,91301,119723
377333,91297,119727
377380,91297,119720
377431,91293,119721
377492,91309,119720
377533,91269,119701
377584,91248,119653
377635,91172,119631
377692,91149,119638
377737,91156,119645
377788,91196,119664
377839,91166,119635
377893,91118,119628
377941,91124,119622
377992,91107,119614
378052,91124,119611
378094,91082,119595
378145,91073,119609
378196,91059,119597
378252,91059,119577
378299,91017,119557
378350,90945,119535
378401,90977,119543
378452,91011,119557
378503,91010,119517
378554,90975,119535
378613,90947,119527
378656,90947,119530
378707,90975,119545
378758,90926,119512
378813,90917,119509
378860,90946,119519
378911,90858,119466
378972,90830,119428
379013,90775,119442
379064,90810,119441
379115,90824,119443
379173,90793,119450
379217,90778,119421
379268,90789,119436
379319,90760,119411
379373,90737,119423
379421,90725,119422
379473,90719,119402
379532,90683,119358
379575,90621,119344
379626,90599,119349
379677,90609,119358
379732,90644,119358
379779,90652,119369
379830,90611,119350
379881,90616,119343
379932,90596,119359
379983,90576,119313
380034,90587,119331
380093,90565,119322
380136,90548,119302
