Millis,Red,IR
19225,90398,113209
19254,90440,113207
19275,90418,113200
19305,90423,113241
19324,90385,113228
19355,90350,113205
19374,90308,113199
19405,90317,113204
19424,90315,113200
19455,90328,113219
19474,90360,113217
19505,90346,113216
19524,90374,113225
19555,90352,113217
19574,90381,113200
19605,90321,113177
19624,90334,113178
19655,90263,113170
19674,90283,113164
19705,90269,113181
19724,90329,113174
19755,90333,113194
19774,90392,113204
19805,90375,113204
19824,90407,113189
19855,90326,113160
19874,90325,113144
19905,90284,113133
19924,90292,113124
19955,90258,113118
19974,90257,113131
20005,90262,113139
20026,90264,113149
20055,90297,113170
20076,90308,113179
20105,90326,113179
20126,90339,113180
20155,90341,113159
20176,90315,113156
20205,90335,113144
20226,90291,113124
20255,90316,113129
20276,90253,113112
20305,90258,113101
20326,90238,113107
20355,90301,113128
20376,90280,113147
20405,90358,113154
20426,90341,113157
20455,90361,113130
20476,90334,113116
20505,90317,113088
20526,90287,113052
20555,90264,113024
20576,90233,113040
20605,90239,113074
20626,90243,113081
20656,90237,113112
20675,90220,113114
20706,90246,113117
20725,90239,113126
20756,90220,113116
20775,90239,113112
20806,90234,113124
20825,90258,113125
20856,90225,113123
20875,90273,113123
20906,90213,113098
20925,90231,113089
20956,90184,113091
20975,90233,113093
21006,90178,113089
21025,90203,113088
21056,90168,113070
21075,90207,113063
21106,90154,113061
21125,90206,113062
21156,90198,113050
21175,90232,113046
21206,90179,113048
21225,90208,113047
21256,90181,113067
21275,90217,113062
21306,90210,113077
21325,90190,113055
21356,90170,113044
21377,90153,113043
21406,90138,113029
21427,90139,113026
21456,90178,113047
21477,90179,113058
21506,90226,113046
21527,90188,113041
21556,90188,113018
21577,90148,113020
21606,90167,113003
21627,90114,113005
21656,90142,113007
21677,90127,113009
21706,90191,113010
21727,90163,113007
21756,90206,112994
21777,90171,112980
21806,90167,112940
21827,90133,112939
21856,90107,112956
21877,90079,112949
21906,90081,112963
21927,90077,112975
21957,90095,113003
21976,90089,113010
22007,90114,113004
22026,90106,113008
22057,90104,113006
22076,90099,112999
22107,90067,112977
22126,90093,112979
22157,90068,112975
22176,90087,112980
22207,90075,112991
22226,90087,113000
22257,90058,112983
22276,90078,112967
22307,90039,112945
22326,90057,112949
22357,90046,112936
22376,90066,112933
22407,90027,112939
22426,90073,112934
22457,90018,112925
22476,90042,112933
22507,90023,112941
22526,90048,112938
22557,90035,112946
22578,90033,112947
22607,90056,112953
22628,90058,112950
22657,90054,112947
22678,90031,112942
22707,90048,112932
22728,90040,112928
22757,90061,112943
22778,90047,112933
22807,90073,112936
22828,90028,112931
22857,90057,112928
22878,90005,112923
22907,90029,112919
22928,90023,112916
22957,90069,112926
22978,90043,112902
23007,90070,112888
23028,90027,112867
23057,90017,112859
23078,89979,112814
23107,89966,112848
23128,89959,112861
23157,89987,112865
23178,89997,112880
23208,90010,112917
23227,89986,112911
23258,89999,112918
23277,89987,112901
23308,89968,112893
23327,89979,112888
23358,89955,112896
23377,89974,112899
23408,89983,112906
23427,90016,112915
23458,89993,112904
23477,89990,112894
23508,89961,112894
23527,89987,112891
23558,89940,112877
23577,89963,112874
23608,89960,112891
23627,90012,112882
23658,89991,112879
23677,90005,112866
23708,89951,112864
23727,89986,112846
23758,89940,112849
23777,89956,112846
23808,89949,112866
23827,89966,112868
23858,89944,112861
23879,89944,112879
23908,89968,112876
23929,89981,112887
23958,89974,112885
23979,89948,112856
24008,89961,112859
24029,89940,112850
24058,89969,112859
24079,89943,112860
24108,89979,112861
24129,89945,112859
24158,89968,112853
24179,89926,112857
24208,89952,112854
24229,89928,112857
24258,89959,112851
24279,89948,112844
24308,89971,112830
24329,89951,112820
24358,89961,112795
24379,89950,112787
24408,89949,112795
24429,89943,112811
24458,89934,112811
24479,89895,112811
24509,89873,112826
24528,89855,112836
24559,89883,112848
24578,89880,112845
24609,89877,112846
24628,89885,112849
24659,89872,112839
24678,89890,112845
24709,89870,112832
24728,89897,112832
24759,89894,112839
24778,89918,112849
24809,89901,112852
24828,89905,112845
24859,89863,112835
24878,89884,112835
24909,89859,112825
24928,89885,112823
24959,89872,112822
24978,89915,112829
25009,89873,112813
25028,89911,112814
25059,89895,112825
25078,89928,112836
25109,89927,112863
25128,89947,112856
25159,89920,112843
25180,89878,112822
25209,89830,112813
25230,89824,112793
25259,89805,112804
25280,89819,112794
25309,89850,112804
25330,89875,112816
25359,89897,112817
25380,89871,112818
25409,89895,112810
25430,89855,112800
25459,89852,112793
25480,89818,112790
25509,89848,112802
25530,89845,112818
25559,89879,112800
25580,89863,112801
25609,89874,112773
25630,89857,112767
25659,89864,112745
25680,89849,112759
25709,89866,112786
25730,89875,112786
25759,89875,112799
25780,89859,112793
25810,89859,112821
25829,89838,112831
25860,89844,112828
25879,89837,112845
25910,89833,112824
25929,89817,112813
25960,89773,112788
25979,89773,112788
26010,89758,112795
26029,89788,112792
26060,89787,112802
26079,89813,112814
26110,89800,112829
26129,89831,112818
26160,89794,112812
26179,89803,112796
26210,89759,112785
26229,89796,112784
26260,89772,112789
26279,89819,112778
26310,89803,112801
26329,89844,112800
26360,89825,112804
26379,89845,112807
26410,89810,112809
26429,89812,112803
26460,89804,112803
26481,89792,112814
26510,89793,112820
26531,89813,112812
26560,89822,112820
26581,89788,112794
26610,89777,112770
26631,89742,112758
26660,89756,112772
26681,89728,112780
26710,89761,112761
26731,89727,112772
26760,89768,112788
26781,89761,112782
26810,89783,112754
26831,89762,112731
26860,89784,112732
26881,89756,112729
26910,89764,112743
26931,89756,112741
26960,89768,112757
26981,89756,112773
27011,89752,112789
27030,89727,112793
27061,89742,112802
27080,89725,112798
27111,89717,112790
27130,89723,112781
27161,89691,112774
27180,89715,112765
27211,89673,112763
27230,89689,112752
27261,89650,112763
27280,89676,112765
27311,89647,112755
27330,89668,112755
27361,89641,112740
27380,89684,112743
27411,89653,112744
27430,89696,112736
27461,89676,112744
27480,89717,112748
27511,89692,112757
27530,89727,112769
27561,89713,112777
27580,89715,112776
27611,89708,112775
27632,89695,112766
27661,89691,112776
27682,89685,112768
27711,89701,112769
27732,89697,112764
27761,89706,112757
27782,89667,112756
27811,89675,112738
27832,89648,112733
27861,89655,112723
27882,89618,112729
27911,89651,112732
27932,89634,112738
27961,89676,112737
27982,89659,112740
28011,89695,112720
28032,89666,112707
28061,89676,112694
28082,89668,112689
28111,89686,112708
28132,89675,112712
28161,89687,112732
28182,89673,112740
28212,89683,112778
28231,89663,112776
28262,89667,112773
28281,89659,112765
28312,89653,112768
28331,89662,112761
28362,89615,112758
28381,89643,112752
28412,89608,112738
28431,89626,112729
28462,89582,112726
28481,89599,112729
28512,89574,112731
28531,89589,112735
28562,89567,112729
28581,89624,112739
28612,89612,112729
28631,89650,112734
28662,89622,112739
28681,89667,112731
28712,89631,112743
28731,89671,112752
28762,89643,112748
28781,89663,112751
28812,89653,112761
28833,89644,112760
28862,89637,112760
28883,89638,112754
28912,89646,112747
28933,89628,112745
28962,89646,112730
28983,89623,112723
29012,89637,112713
29033,89604,112710
29062,89605,112697
29083,89552,112686
29112,89562,112687
29133,89547,112678
29162,89564,112686
29183,89535,112678
29212,89570,112676
29233,89560,112656
29262,89594,112647
29283,89576,112641
29312,89600,112637
29333,89583,112655
29362,89593,112670
29383,89577,112675
29413,89556,112686
29432,89528,112701
29463,89554,112701
29482,89531,112701
29513,89437,112571
29532,89167,112464
29563,88914,112472
29582,88897,112397
29613,88341,112006
29632,87940,111827
29663,87438,111602
29682,87168,111469
29713,86612,111250
29732,86260,111083
29763,85592,110780
29782,85166,110601
29813,84389,110329
29832,83893,110131
29863,83043,109917
29882,82576,109818
29913,81689,109640
29932,81219,109505
29963,80610,109357
29982,80373,109276
30013,80065,109166
30032,79955,109115
30063,79806,109047
30084,79770,108989
30113,79713,108930
30134,79710,108889
30163,79700,108824
30184,79688,108785
30213,79716,108730
30234,79712,108689
30263,79752,108630
30284,79751,108574
30313,79952,108561
30334,80208,108599
30363,80737,108721
30384,80938,108784
30413,81632,109115
30434,82284,109450
30463,83505,109955
30484,84086,110129
30513,84279,110224
30534,84461,110414
30563,85291,110813
30584,85896,111068
30614,86409,111196
30633,86251,111162
30664,86460,111378
30683,86792,111587
30714,87531,111834
30733,87605,111858
30764,87896,112056
30783,88070,112108
30814,88299,112234
30833,88533,112351
30864,88772,112482
30883,88879,112514
30914,88922,112578
30933,89033,112607
30964,89141,112702
30983,89384,112854
31014,89651,112977
31033,89788,113049
31064,89953,113187
31083,90081,113229
31114,90186,113295
31133,90226,113303
31164,90244,113307
31185,90232,113300
31214,90108,113255
31235,90146,113313
31264,90283,113391
31285,90355,113435
31314,90539,113516
31335,90579,113503
31364,90271,113290
31385,90020,113209
31414,89854,113061
31435,89652,112942
31464,89399,112785
31485,89184,112663
31514,88727,112405
31535,88333,112203
31564,87786,111916
31585,87400,111706
31614,86793,111424
31635,86321,111250
31664,85682,111007
31685,85213,110830
31714,84561,110607
31735,84083,110444
31765,83291,110256
31784,82731,110169
31815,82012,110002
31834,81622,109896
31865,81214,109779
31884,81090,109735
31915,80954,109654
31934,80940,109601
31965,80910,109555
31984,80924,109521
32015,80857,109503
32034,80889,109470
32065,80837,109422
32084,80858,109404
32115,80841,109365
32134,80887,109334
32165,80918,109289
32184,81016,109257
32215,81217,109256
32234,81540,109352
32265,82184,109617
32284,82609,109739
32315,83134,110070
32334,83737,110395
32365,84659,110846
32386,85418,111207
32415,86265,111492
32436,86526,111621
32465,86801,111778
32486,87093,111950
32515,87729,112211
32536,88117,112397
32565,88653,112693
32586,88947,112954
32615,89705,113292
32636,89819,113319
32665,89789,113250
32686,89831,113278
32715,90090,113372
32736,90278,113494
32765,90611,113654
32786,90618,113623
32815,90470,113585
32836,90529,113655
32865,90723,113694
32886,90800,113741
32916,90913,113869
32935,90921,113892
32966,90912,113884
32985,90922,113910
33016,90967,113926
33035,90961,113937
33066,90954,113922
33085,90926,113882
33116,90646,113704
33135,90529,113671
33166,90366,113561
33185,90257,113476
33216,89992,113349
33235,89835,113258
33266,89458,113030
33285,89156,112814
33316,88586,112562
33335,88306,112393
33366,87825,112158
33385,87476,111972
33416,86869,111747
33435,86523,111594
33466,85873,111341
33485,85443,111152
33516,84729,110912
33537,84232,110753
33566,83524,110586
33587,83169,110535
33616,82710,110466
33637,82509,110427
33666,82338,110375
33687,82251,110356
33716,82193,110316
33737,82102,110283
33766,82037,110251
33787,81940,110221
33816,81904,110189
33837,81840,110166
33866,81822,110121
33887,81776,110088
33916,81761,110050
33937,81710,110008
33966,81707,109925
33987,81732,109882
34016,81830,109850
34037,81913,109837
34066,82134,109829
34087,82596,110016
34117,83042,110188
34136,83417,110431
34167,84268,110830
34186,84903,111199
34217,86023,111636
34236,86364,111757
34267,86713,112017
34286,87130,112159
34317,87869,112493
34336,88312,112648
34367,88345,112659
34386,88380,112764
34417,88897,113058
34436,89448,113236
34467,89793,113452
34486,89845,113390
34517,89778,113524
34536,90204,113648
34567,90479,113767
34586,90557,113786
34617,90473,113863
34636,90672,113929
34667,90891,114031
34686,91097,114097
34717,91147,114128
34738,91056,114161
34767,91280,114256
34788,91352,114264
34817,91491,114320
34838,91507,114314
34867,91476,114340
34888,91522,114362
34917,91589,114354
34938,91568,114327
34967,91474,114300
34988,91413,114321
35017,91536,114345
35038,91448,114288
35067,91359,114197
35088,91231,114129
35117,91151,114072
35138,91086,114031
35167,90981,113980
35188,90875,113937
35217,90610,113761
35238,90366,113648
35268,90008,113463
35287,89636,113236
35318,88994,112906
35337,88578,112693
35368,87906,112355
35387,87470,112183
35418,86774,111894
35437,86343,111717
35468,85621,111470
35487,85308,111363
35518,84742,111170
35537,84408,111066
35568,83811,110917
35587,83484,110851
35618,82999,110725
35637,82832,110674
35668,82535,110598
35687,82448,110545
35718,82290,110513
35737,82262,110462
35768,82210,110440
35787,82243,110423
35818,82221,110393
35837,82202,110350
35868,82197,110330
35889,82219,110298
35918,82290,110245
35939,82348,110213
35968,82554,110201
35989,82780,110274
36018,83414,110538
36039,83865,110719
36068,84345,110893
36089,84676,111150
36118,85730,111645
36139,86399,111950
36168,87182,112285
36189,87525,112413
36218,88063,112665
36239,88440,112866
36268,89143,113275
36289,89619,113542
36318,90317,113893
36339,90640,114029
36368,90760,114117
36389,90821,114214
36419,91115,114339
36438,91287,114394
36469,91596,114578
36488,91714,114658
36519,91730,114658
36538,91805,114668
36569,91861,114605
36588,91922,114617
36619,91850,114644
36638,91845,114690
36669,92008,114753
36688,92028,114736
36719,92040,114770
36738,92066,114770
36769,92088,114801
36788,92159,114804
36819,92108,114787
36838,92138,114798
36869,92182,114852
36888,92297,114853
36919,92173,114800
36938,92102,114733
36969,91782,114522
36988,91525,114385
37019,91195,114147
37040,90871,113975
37069,90377,113703
37090,89950,113453
37119,89231,113078
37140,88735,112831
37169,87923,112414
37190,87368,112200
37219,86646,111919
37240,86143,111750
37269,85582,111565
37290,85152,111431
37319,84560,111243
37340,84131,111143
37369,83680,111033
37390,83406,110968
37419,83129,110881
37440,82984,110833
37469,82871,110790
37490,82859,110743
37519,82834,110755
37540,82814,110759
37569,82786,110728
37590,82775,110729
37620,82776,110737
37639,82753,110721
37670,82750,110711
37689,82736,110689
37720,82724,110673
37739,82773,110638
37770,82804,110606
37789,82914,110582
37820,83110,110593
37839,83455,110732
37870,84280,111190
37889,85118,111538
37920,86145,112087
37939,86980,112428
37970,87888,112773
37989,88349,112902
38020,88545,113022
38039,88871,113267
38070,89566,113667
38089,90256,113944
38120,90819,114140
38139,90560,113836
38170,90409,114115
38189,90935,114348
38220,91609,114609
38241,91771,114807
38270,92047,114951
38291,91997,114832
38320,91926,114760
38341,92017,114796
38370,92013,114806
38391,91907,114808
38420,92055,114881
38441,92094,114891
38470,92266,114968
38491,92298,115034
38520,92447,115080
38541,92456,115085
38570,92493,115045
38591,92418,114999
38620,92294,114895
38641,92149,114831
38670,92082,114736
38691,91935,114653
38720,91660,114464
38741,91359,114306
38770,90805,113939
38791,90338,113660
38821,89495,113278
38840,89036,113096
38871,88491,112814
38890,88062,112587
38921,87384,112311
38940,86988,112168
38971,86456,111984
38990,86091,111825
39021,85459,111616
39040,85040,111450
39071,84254,111245
39090,83767,111155
39121,83239,111012
39140,83045,110958
39171,82834,110899
39190,82781,110862
39221,82678,110799
39240,82691,110790
39271,82661,110748
39290,82724,110733
39321,82707,110705
39340,82780,110673
39371,82836,110660
39390,83014,110650
39421,83409,110791
39442,83906,111054
39471,84752,111381
39492,85246,111610
39521,86145,111999
39542,86697,112293
39571,87544,112584
39592,87807,112657
39621,87993,112742
39642,88155,112876
39671,88796,113222
39692,89312,113532
39721,90050,113800
39742,90080,113679
39771,89781,113719
39792,90154,113928
39821,90739,114116
39842,90942,114255
39871,91040,114195
39892,90889,114264
39921,91322,114510
39942,91605,114668
39972,91906,114888
39991,91962,114901
40022,91838,114824
40041,91849,114832
40072,92081,114956
40091,92253,115055
40122,92370,115104
40141,92286,114991
40172,92148,114968
40191,92283,114994
40222,92392,115073
40241,92486,115125
40272,92484,115184
40291,92580,115217
40322,92675,115250
40341,92748,115272
40372,92846,115299
40391,92895,115291
40422,92717,115187
40441,92557,115098
40472,92262,114853
40491,91777,114393
40522,90617,113826
40541,90051,113527
40572,89164,113127
40593,88644,112874
40622,87792,112443
40643,87120,112230
40672,86273,111921
40693,85771,111770
40722,85151,111561
40743,84792,111475
40772,84344,111353
40793,84110,111306
40822,83790,111210
40843,83654,111171
40872,83597,111158
40893,83446,111133
40922,83344,111088
40943,83257,111053
40972,83235,111000
40993,83219,110978
41022,83253,110947
41043,83259,110930
41072,83367,110907
41093,83456,110893
41122,83737,111011
41143,84261,111302
41173,85327,111809
41192,86003,112139
41223,87050,112633
41242,87702,112867
41273,88577,113218
41292,89080,113445
41323,89467,113621
41342,89630,113730
41373,90038,113946
41392,90453,114085
41423,90973,114412
41442,91385,114683
41473,91653,114824
41492,91779,114886
41523,91810,114715
41542,91950,114760
41573,92153,115039
41592,92390,115154
41623,92597,115201
41642,92647,115114
41673,92497,115062
41692,92534,115108
41723,92508,115138
41742,92597,115119
41773,92571,115124
41792,92612,115141
41823,92638,115178
41844,92636,115203
41873,92730,115282
41894,92806,115312
41923,92805,115249
41944,92684,115194
41973,92588,115135
41994,92430,114989
42023,92193,114883
42044,92076,114817
42073,91811,114612
42094,91498,114413
42123,90918,114071
42144,90497,113826
42173,89854,113456
42194,89364,113200
42223,88667,112816
42244,88091,112554
42273,87403,112312
42294,87056,112173
42323,86517,111984
42344,86104,111850
42374,85500,111679
42393,85122,111583
42424,84637,111436
42443,84320,111368
42474,83924,111288
42493,83704,111224
42524,83398,111140
42543,83299,111096
42574,83143,111036
42593,83136,111006
42624,83091,110957
42643,83148,110937
42674,83144,110911
42693,83189,110879
42724,83232,110839
42743,83367,110818
42774,83736,110943
42793,84120,111099
42824,84844,111469
42843,85625,111837
42874,86498,112136
42893,86841,112356
42924,87716,112806
42943,88445,113171
42974,89463,113660
42995,89891,113801
43024,89805,113836
43045,90239,114074
43074,90868,114242
43095,91116,114472
43124,91509,114618
43145,91445,114593
43174,91694,114725
43195,91836,114790
43224,92073,114966
43245,92205,115093
43274,92551,115247
43295,92664,115237
43324,92656,115130
43345,92574,115120
43374,92594,115211
43395,92740,115283
43424,92848,115336
43445,92933,115383
43475,93055,115442
43494,93057,115450
43525,93070,115440
43544,93022,115451
43575,93022,115512
43594,93154,115514
43625,93100,115440
43644,93123,115481
43675,93178,115495
43694,93189,115498
43725,93113,115464
43744,93110,115467
43775,93105,115471
43794,93175,115484
43825,93192,115512
43844,93281,115528
43875,93264,115527
43894,93281,115499
43925,93236,115486
43944,93245,115476
43975,93205,115471
43994,93208,115471
44025,93176,115472
44044,93188,115473
44075,93196,115488
44096,93212,115500
44125,93226,115499
44146,93227,115502
44175,93242,115484
44196,93211,115466
44225,93220,115462
44246,93176,115445
44275,93177,115432
44296,93136,115436
44325,93172,115430
44346,93141,115429
44375,93156,115444
44396,93143,115438
44425,93174,115430
44446,93172,115425
44475,93192,115395
44496,93165,115402
44525,93195,115404
44546,93179,115388
44575,93168,115396
44596,93138,115387
44626,93114,115412
44645,93077,115413
44676,93058,115395
44695,93057,115401
44726,93067,115404
44745,93101,115417
44776,93091,115410
44795,93104,115404
44826,93067,115396
44845,93085,115390
44876,93021,115368
44895,93059,115366
44926,93037,115365
44945,93083,115360
44976,93054,115376
44995,93114,115382
45026,93085,115383
45045,93095,115385
45076,93068,115371
45097,93042,115366
45126,93028,115361
45147,93046,115363
45176,93034,115360
45197,93024,115344
45226,93019,115331
45247,92996,115312
45276,92994,115296
45297,92965,115311
45326,92997,115302
45347,92963,115295
45376,92993,115309
45397,92978,115304
45426,93011,115298
45447,92973,115292
45476,92998,115256
45497,92968,115228
45526,92974,115224
45547,92954,115218
45576,92973,115239
45597,92960,115255
45627,92967,115303
45646,92934,115302
45677,92949,115306
45696,92924,115282
45727,92901,115263
45746,92912,115264
45777,92879,115259
45796,92893,115236
45827,92857,115230
45846,92873,115236
45877,92843,115234
45896,92852,115237
45927,92805,115215
45946,92838,115203
45977,92825,115196
45996,92863,115199
46027,92849,115216
46046,92897,115216
46077,92850,115204
46096,92885,115202
46127,92845,115206
46146,92860,115197
46177,92828,115192
46198,92818,115194
46227,92831,115192
46248,92834,115194
46277,92844,115187
46298,92827,115180
46327,92827,115163
46348,92815,115154
46377,92819,115157
46398,92781,115138
46427,92788,115125
46448,92753,115132
46477,92768,115118
46498,92729,115114
46527,92758,115084
46548,92719,115062
46577,92751,115055
46598,92743,115063
46627,92787,115114
46648,92790,115126
46678,92778,115144
46697,92745,115137
46728,92719,115106
46747,92679,115087
46778,92637,115074
46797,92647,115056
46828,92652,115081
46847,92691,115099
46878,92700,115105
46897,92739,115112
46928,92705,115098
46947,92717,115091
46978,92641,115072
46997,92652,115044
47028,92617,115041
47047,92652,115039
47078,92637,115042
47097,92682,115033
47128,92630,115036
47147,92676,115029
47178,92630,115026
47197,92653,115027
47228,92623,115029
47247,92651,115030
47278,92613,115033
47299,92632,115037
47328,92630,115030
47349,92644,115020
47378,92631,115024
47399,92633,115009
47428,92643,115006
47449,92613,114998
47478,92615,114978
47499,92564,114989
47528,92597,114977
47549,92563,114982
47578,92595,114988
47599,92567,114967
47628,92619,114962
47649,92595,114940
47678,92603,114925
47699,92566,114905
47728,92548,114910
47749,92521,114898
47778,92526,114911
47799,92519,114936
47829,92543,114977
47848,92524,114970
47879,92543,114972
47898,92527,114969
47929,92508,114944
47948,92507,114947
47979,92476,114932
47998,92489,114930
48029,92475,114943
48048,92516,114947
48079,92501,114962
48098,92516,114946
48129,92472,114944
48148,92499,114908
48179,92451,114893
48198,92484,114897
48229,92440,114898
48248,92499,114915
48279,92516,114935
48298,92551,114956
48329,92527,114946
48348,92524,114926
48379,92441,114889
48400,92408,114872
48429,92382,114854
48450,92379,114853
48479,92416,114887
48500,92445,114901
48529,92492,114920
48550,92491,114906
48579,92510,114887
48600,92429,114875
48629,92433,114842
48650,92379,114836
48679,92407,114841
48700,92381,114844
48729,92431,114822
48750,92433,114827
48779,92460,114810
48800,92435,114810
48829,92429,114820
48850,92394,114833
48879,92400,114832
48900,92385,114838
48930,92403,114883
48949,92382,114883
48980,92384,114871
48999,92366,114851
49030,92322,114833
49049,92324,114823
49080,92284,114813
49099,92310,114814
49130,92292,114819
49149,92330,114829
49180,92305,114823
49199,92324,114828
49230,92293,114830
49249,92356,114824
49280,92316,114819
49299,92367,114814
49330,92301,114809
49349,92342,114795
49380,92305,114792
49399,92341,114809
49430,92322,114823
49449,92351,114836
49480,92330,114821
49501,92326,114817
49530,92313,114820
49551,92308,114808
49580,92287,114789
49601,92279,114793
49630,92295,114786
49651,92290,114773
49680,92303,114779
49701,92236,114755
49730,92250,114744
49751,92220,114732
49780,92232,114726
49801,92203,114722
49830,92236,114718
49851,92238,114724
49880,92291,114715
49901,92267,114712
49930,92286,114724
49951,92270,114725
49980,92244,114702
50001,92222,114714
50031,92213,114749
50050,92192,114755
50081,92215,114762
50100,92206,114773
50131,92211,114752
50150,92220,114750
50181,92187,114752
50200,92199,114740
50231,92173,114730
50250,92198,114726
50281,92159,114730
50300,92193,114736
50331,92166,114738
50350,92179,114721
50381,92111,114696
50400,92131,114676
50431,92098,114673
50450,92122,114673
50481,92096,114659
50500,92139,114669
50531,92128,114683
50550,92165,114684
50581,92141,114696
50600,92173,114693
50631,92147,114689
50652,92131,114676
50681,92121,114690
50702,92129,114693
50731,92164,114695
50752,92132,114689
50781,92152,114675
50802,92117,114640
50831,92116,114635
50852,92066,114628
50881,92093,114625
50902,92055,114633
50931,92099,114656
50952,92099,114651
50981,92110,114646
51002,92073,114627
51031,92063,114580
51052,92030,114551
51081,91994,114514
51102,91976,114529
51131,92064,114612
51152,92118,114655
51181,92158,114665
51202,92141,114652
51232,92058,114609
51251,91982,114577
51282,91902,114547
51301,91909,114558
51332,91941,114594
51351,92028,114628
51382,92071,114669
51401,92134,114659
51432,92078,114637
51451,92065,114605
51482,91976,114583
51501,91967,114569
51532,91927,114563
51551,91980,114589
51582,91993,114600
51601,92036,114603
51632,92024,114601
51651,92057,114592
51682,91987,114557
51701,91978,114542
51732,91918,114526
51751,91908,114514
51782,91885,114520
51801,91897,114529
51832,91911,114536
51853,91925,114552
51882,91962,114558
51903,91952,114573
51932,91983,114556
51953,91959,114555
51982,92004,114569
52003,91964,114553
52032,91978,114533
52053,91920,114524
52082,91925,114509
52103,91876,114503
52132,91896,114493
52153,91861,114484
52182,91894,114465
52203,91892,114481
52232,91949,114466
52253,91940,114477
52282,91956,114487
52303,91953,114491
52332,91950,114524
52353,91928,114494
52383,91880,114507
52402,91848,114489
52433,91822,114481
52452,91823,114499
52483,91853,114514
52502,91883,114524
52533,91887,114537
52552,91911,114518
52583,91844,114485
52602,91867,114479
52633,91828,114475
52652,91853,114474
52683,91813,114486
52702,91854,114493
52733,91823,114487
52752,91861,114471
52783,91823,114453
52802,91829,114443
52833,91801,114451
52852,91853,114459
52883,91826,114449
52902,91869,114449
52933,91840,114481
52952,91878,114488
52983,91873,114497
53002,91860,114495
53033,91829,114471
53054,91820,114458
53083,91769,114416
53104,91723,114394
53133,91704,114370
53154,91682,114367
53183,91726,114376
53204,91727,114377
53233,91742,114365
53254,91690,114365
53283,91720,114366
53304,91714,114376
53333,91757,114385
53354,91740,114383
53383,91767,114384
53404,91747,114383
53433,91820,114409
53454,91832,114407
53483,91838,114404
53504,91835,114397
53533,91807,114409
53554,91795,114395
53584,91770,114405
53603,91713,114373
53634,91640,114321
53653,91585,114299
53684,91584,114302
53703,91598,114320
53734,91609,114322
53753,91634,114326
53784,91605,114331
53803,91631,114326
53834,91594,114305
53853,91611,114313
53884,91569,114307
53903,91589,114314
53934,91586,114327
53953,91643,114316
53984,91618,114298
54003,91633,114290
54034,91551,114251
54053,91573,114246
54084,91508,114225
54103,91505,114220
54134,91475,114228
54153,91512,114240
54184,91548,114269
54205,91547,114259
54234,91519,114239
54255,91493,114216
54284,91493,114216
54305,91470,114194
54334,91466,114165
54355,91407,114147
54384,91381,114109
54405,91307,114101
54434,91324,114090
54455,91294,114100
